ra,dec,z,c_par,fracDeV_r,velDisp,abs_model_mag_u,abs_model_mag_g,abs_model_mag_r,abs_model_mag_i,abs_model_mag_z,abs_petro_mag_u,abs_petro_mag_g,abs_petro_mag_r,abs_petro_mag_i,abs_petro_mag_z,color_u_r,color_g_r,mu_sup,petroR50_r,petroR90_r
158.799362,59.3586044,4.49497700E-02,2.18388724,8.10057074E-02,0.00000000,-17.3711395,-18.6685276,-19.1223125,-19.4604187,-19.6384659,-17.6554604,-18.6256886,-19.0626431,-19.6263504,-20.0883751,1.75117302,0.453784943,22.4141827,3.38563180,7.39383888
237.662811,50.4602432,3.24687809E-02,2.19997239,0.150628403,78.4459915,-19.4748058,-20.5887585,-21.0758209,-21.3357639,-21.5338573,-19.5613766,-20.6905785,-21.1370411,-21.3842430,-21.5409374,1.60101509,0.487062454,20.7992191,4.23766470,9.32274532
261.015411,27.4928761,2.85933297E-02,2.32839727,5.95657192E-02,61.1258507,-18.0256882,-18.6916618,-18.8197365,-18.9072037,-18.9318638,-17.9898071,-18.6766911,-18.7974968,-18.8805637,-18.7660236,0.794048309,0.128074646,21.0762501,1.61652017,3.76390076
243.348358,48.4658394,4.53419983E-02,2.92889237,0.909324229,167.941299,-18.4844170,-20.2484074,-21.0924416,-21.4562168,-21.7656326,-18.5647182,-20.1102657,-20.9417400,-21.3098679,-21.6202736,2.60802460,0.844034195,19.2140465,1.83650696,5.37893152
164.279358,61.1129723,4.44099307E-02,2.50538588,0.268519610,72.9207916,-17.6647854,-18.7082291,-19.1136990,-19.3628807,-19.4812679,-17.5753555,-18.7258205,-19.0988903,-19.3668804,-19.4643784,1.44891357,0.405469894,21.5252628,2.28542304,5.72586632
140.413940,55.2822571,4.74984385E-02,2.65885925,0.733649015,96.1241302,-17.6891823,-19.1786785,-19.9737415,-20.3799133,-20.7073135,-17.5775528,-18.9847183,-19.7737808,-20.1649227,-20.5287247,2.28455925,0.795063019,20.4902439,1.88569272,5.01379204
136.636017,53.5719604,4.60943617E-02,2.19573522,0.00000000,92.0498199,-17.7517776,-18.9069271,-19.3512936,-19.6483498,-19.7414284,-17.7511253,-18.8388386,-19.3153133,-19.5455208,-19.4176979,1.59951591,0.444366455,22.3101406,3.59513402,7.89396191
149.036255,58.2312965,2.97813509E-02,2.03425574,0.00000000,0.00000000,-17.9613342,-18.9411449,-19.2455921,-19.3677216,-19.4942627,-17.5880356,-18.9754772,-19.2166119,-19.2473526,-19.3474731,1.28425789,0.304447174,21.6973572,2.68271470,5.45732784
140.417175,54.7967834,4.47982997E-02,2.65458846,0.733218312,85.7409821,-17.1001930,-18.7838688,-19.5686131,-19.9411163,-20.2212639,-17.1000748,-18.5856686,-19.3785534,-19.7452660,-20.0436707,2.46842003,0.784744263,20.6530514,1.71747005,4.55917549
136.648392,51.3541641,2.91974396E-02,2.48618555,0.139989302,49.4557114,-16.7880344,-18.0961475,-18.6218758,-18.8754654,-19.0749130,-16.7062759,-18.0946178,-18.6426258,-18.8987656,-19.0783939,1.83384132,0.525728226,20.2580986,1.05607307,2.62559366
216.618988,49.5093765,2.57416591E-02,2.18642640,0.00000000,86.9490738,-16.8372402,-17.7581844,-18.1393471,-18.3081989,-18.4259529,-16.8750305,-17.7481956,-18.1062756,-18.2491093,-18.4055920,1.30210686,0.381162643,21.4786701,1.44659173,3.16286612
41.5475235,-7.64817762,3.08529697E-02,2.88871145,1.00000000,86.8355865,-16.7458477,-18.3276939,-19.0759296,-19.4006786,-19.6700401,-16.7776890,-18.2597237,-19.0116501,-19.3193798,-19.5429897,2.33008194,0.748235703,20.1093369,1.15352499,3.33220077
38.8600159,-8.51424217,3.14330906E-02,2.41862631,5.47616296E-02,17.3793697,-16.6935387,-18.4753666,-18.9717693,-19.2148438,-19.4055023,-15.3852196,-18.4608173,-18.9346600,-19.1363106,-19.1662521,2.27823067,0.496402740,22.2109661,2.91553640,7.05159235
40.2602921,-8.62326431,3.77985314E-02,2.33047533,6.97171502E-03,55.6281090,-17.0290794,-18.3613052,-18.9904499,-19.2910290,-19.5243473,-17.0568199,-18.3002262,-18.9752808,-19.2700500,-19.4041672,1.96137047,0.629144669,21.0828285,1.75164986,4.08217669
346.985779,-8.73607349,4.71866988E-02,2.33645034,0.285181791,120.202499,-19.0523949,-20.6287479,-21.3784771,-21.7393475,-21.9995384,-19.2475739,-20.6784458,-21.3770962,-21.7017059,-21.8512878,2.32608223,0.749729156,21.1289082,5.22991896,12.2194452
346.942749,-9.20692635,3.43268290E-02,2.16265750,0.00000000,61.7090187,-18.1175976,-18.8654842,-19.0113544,-19.1126785,-19.2315407,-17.9991779,-18.7495232,-18.9755554,-19.0139675,-18.9874897,0.893756866,0.145870209,21.2831306,1.90000439,4.10905838
348.030609,-1.27646172,2.55513806E-02,2.17975330,0.00000000,66.2773285,-17.6279907,-18.8725071,-19.3906727,-19.6615410,-19.8135700,-17.5857105,-18.8898678,-19.3676014,-19.6043510,-19.4719009,1.76268196,0.518165588,22.1788807,3.51623058,7.66451550
319.998596,-6.53290510,4.49483618E-02,2.49922419,5.32963611E-02,20.2345104,-18.1728210,-19.5457363,-20.2039967,-20.5799942,-20.8648872,-18.3818016,-19.5475368,-20.2368069,-20.4591141,-20.6481781,2.03117561,0.658260345,22.6189461,5.60762930,14.0147238
319.991333,-6.63576174,4.47572097E-02,2.83361220,0.943506300,146.296204,-17.6051693,-19.3945370,-20.1913319,-20.5307541,-20.8105583,-17.7221508,-19.2786770,-20.0674515,-20.3948174,-20.7108574,2.58616257,0.796794891,19.6667938,1.30606389,3.70087862
319.988770,-8.34311867,2.81338003E-02,2.68931174,0.132203400,38.3176689,-17.9914131,-19.1265621,-19.5839367,-19.7993336,-19.9778252,-17.8410530,-19.1463718,-19.5399265,-19.7475128,-19.8968048,1.59252357,0.457374573,22.1249638,3.06996584,8.25609589
24.3558693,-8.93147659,4.44986485E-02,3.05389190,1.00000000,102.533897,-18.8683720,-20.5906334,-21.3737125,-21.7128563,-21.9840355,-19.0943222,-20.5499229,-21.3195438,-21.6728573,-21.8924751,2.50534058,0.783079147,20.5771732,4.01232004,12.2531910
356.363251,-9.34405422,4.79987599E-02,2.18036294,2.78322902E-02,89.6228027,-18.5654869,-20.1443005,-20.9309673,-21.3524399,-21.6818390,-18.6995583,-20.1668491,-20.9337292,-21.3343410,-21.5597687,2.36548042,0.786666870,20.5702534,3.31794047,7.23431444
24.3402882,-9.27104664,4.23205495E-02,2.97362447,0.881644607,131.098495,-18.2856789,-20.2540264,-21.0759106,-21.4625282,-21.7266750,-18.0174179,-20.0905972,-20.9282207,-21.3189774,-21.5360947,2.79023170,0.821884155,19.9874668,2.56194711,7.61826849
24.3407269,-9.43450928,4.13768105E-02,2.71894336,1.00000000,122.136803,-16.9166489,-18.6498814,-19.4284267,-19.7949142,-20.0937386,-16.7170677,-18.6088924,-19.3746738,-19.7079430,-20.0330086,2.51177788,0.778545380,19.8375168,1.16823316,3.17635965
42.7541466,-8.19611359,3.11854295E-02,2.23441124,3.07740401E-02,67.7703094,-17.7688293,-18.6939640,-19.0115147,-19.1816216,-19.3473892,-17.7529716,-18.6951733,-19.0071545,-19.1713295,-19.3170509,1.24268532,0.317550659,20.9112663,1.64028156,3.66506362
40.2613792,-8.50044250,4.20729294E-02,3.06359434,0.405065805,61.2796707,-18.6824036,-19.2735729,-19.5537777,-19.4474144,-19.4339638,-18.0745735,-18.9564915,-19.3093166,-19.2652550,-18.8749352,0.871374130,0.280204773,22.0887070,3.20690250,9.82464790
38.8575745,-8.56332016,4.27153483E-02,2.11167860,6.45248815E-02,58.5310707,-19.0581322,-20.0695534,-20.4799500,-20.7018585,-20.8433685,-18.9847126,-20.1106339,-20.4639187,-20.6596489,-20.7322693,1.42181778,0.410396576,21.1232452,3.49927521,7.38934422
350.334900,-10.0965700,3.09939701E-02,2.44329619,0.621465325,112.587799,-18.1455498,-19.8933582,-20.6832638,-21.0495071,-21.3423920,-18.0258904,-19.6332779,-20.4251423,-20.7753067,-21.0759239,2.53771400,0.789905548,19.9891758,2.08082724,5.08407736
23.4894753,-10.1706886,2.01067198E-02,2.05607963,9.62996855E-03,39.0017891,-17.8533745,-19.0322170,-19.6282921,-19.9152298,-20.1745510,-17.9373932,-19.0630589,-19.6697407,-19.9454498,-20.1636620,1.77491760,0.596075058,20.1542244,1.62075365,3.33239865
322.176941,-6.11022091,2.51942798E-02,2.26181269,0.00000000,0.00000000,-16.4538040,-17.3915806,-17.7807045,-17.9555435,-18.1143990,-16.3410339,-17.2332115,-17.6235943,-17.6395645,-17.9587288,1.32690048,0.389123917,22.0587006,1.47423911,3.33445287
311.151978,-5.12979364,4.55514789E-02,2.04505897,9.52009037E-02,40.6828308,-18.7021561,-19.6924229,-20.0453968,-20.2432232,-20.3650875,-18.8028660,-19.6960125,-20.0231781,-20.2064133,-20.2848969,1.34324074,0.352973938,21.2906017,3.00625253,6.14796352
179.852570,1.43406487,4.71717790E-02,1.99901247,0.00000000,49.6888504,-19.4583874,-20.7457561,-21.3705158,-21.6999550,-21.9046040,-19.3222580,-20.7308750,-21.2999859,-21.5526657,-21.6208839,1.91212845,0.624759674,21.6929932,6.69246769,13.3783264
217.317200,1.99587333,3.42613794E-02,2.35821748,0.00000000,22.3314610,-16.3206711,-17.6206188,-18.1318226,-18.3837280,-18.5885315,-16.2004700,-17.6868687,-18.1286411,-18.3527374,-18.4278336,1.81115150,0.511203766,21.6125355,1.52067590,3.58608484
30.4125156,-1.21612346,4.20499593E-02,2.58853960,0.935944676,152.579895,-17.0241985,-18.8241844,-19.6577320,-20.0170135,-20.3255730,-17.0251884,-18.7511749,-19.5638123,-19.9429741,-20.2547626,2.63353348,0.833547592,18.8226204,0.800684094,2.07260251
217.306702,1.07186413,3.68920900E-02,2.15861464,0.00000000,0.00000000,-18.0906830,-19.0786648,-19.5005169,-19.7321701,-19.9138336,-18.2881737,-19.0631847,-19.4803066,-19.7210503,-19.8355942,1.40983391,0.421852112,20.9632244,2.08085203,4.49175692
346.932190,-0.838467062,3.25014703E-02,2.33390331,1.72374099E-02,48.9884300,-18.4326992,-19.4939365,-19.8609180,-20.0639839,-20.1795082,-18.2421398,-19.4663277,-19.8438587,-19.9725113,-20.0266380,1.42821884,0.366981506,22.3395634,4.56633139,10.6573753
247.247849,48.7504044,3.46899293E-02,2.66815448,0.359991193,13.5839195,-16.8741264,-18.1783199,-18.5187626,-18.7006969,-18.7812920,-16.4310265,-18.2548389,-18.6907616,-18.8845768,-19.1580906,1.64463615,0.340442657,22.0653896,2.44514871,6.52403498
247.216812,48.7417526,3.47852297E-02,2.09255838,0.00000000,0.00000000,-17.9431458,-19.0549679,-19.4944248,-19.7365723,-19.9121590,-17.9365768,-19.0636806,-19.4574451,-19.6920128,-19.8259506,1.55127907,0.439456940,20.8847408,2.01804018,4.22286701
247.202927,48.7609978,3.56575102E-02,2.55167222,0.315643489,13.1127195,-16.2945747,-17.7123699,-18.3451366,-18.6489563,-18.8671150,-16.2535553,-17.7478580,-18.4277782,-18.7049942,-18.8228149,2.05056190,0.632766724,20.9755383,1.30793464,3.33742046
346.933563,-0.738523424,3.23346518E-02,2.42188954,1.85395998E-03,88.0890427,-18.3908234,-19.7870541,-20.4817314,-20.8591824,-21.1665306,-18.4626617,-19.8277435,-20.4897118,-20.8354721,-21.1090813,2.09090805,0.694677353,20.4583225,2.57803869,6.24372435
247.270233,47.5450172,3.24436203E-02,2.65103292,0.127757400,0.00000000,-17.5057011,-18.5826283,-18.8285656,-18.9586563,-18.9779682,-17.4054413,-18.6239986,-18.9198265,-19.0806465,-18.9306679,1.32286453,0.245937347,21.9416008,2.58332777,6.84848642
247.205643,46.6413155,3.07582095E-02,1.95197272,0.00000000,47.2362785,-17.3572197,-18.4096165,-18.7195301,-18.8891125,-18.8793411,-17.4687691,-18.3231163,-18.6293507,-18.7662125,-18.6463108,1.36231041,0.309913635,22.3787079,2.78849769,5.44307137
128.504089,53.7610664,3.16022895E-02,2.58618712,0.748512089,38.1056099,-16.4017086,-18.1147118,-18.8797684,-19.2084522,-19.4677849,-16.0062885,-17.9817524,-18.6895790,-19.0092926,-19.2952061,2.47805977,0.765056610,20.5633278,1.20969534,3.12849808
128.494019,53.7110100,3.17077488E-02,2.06572390,0.177744597,37.9805717,-18.5604706,-19.6572361,-20.1383343,-20.3541451,-20.5117149,-18.1745319,-19.6906357,-20.1362934,-20.2156258,-20.0291367,1.57786369,0.481098175,21.8772545,4.30795574,8.89904690
189.289490,68.6505890,4.67551090E-02,2.49926448,0.430159986,58.7773895,-17.8615017,-19.0196648,-19.5681934,-19.8722343,-20.1148510,-17.9755020,-19.1039639,-19.6229744,-19.9011250,-20.0997810,1.70669174,0.548528671,20.4074993,1.71049130,4.27496958
14.0523434,-0.666088581,4.77558486E-02,2.33210039,5.83945699E-02,0.00000000,-18.3694401,-19.2765446,-19.4574852,-19.5890961,-19.6786766,-18.5399303,-19.3410454,-19.5709553,-19.7257652,-19.6946774,1.08804512,0.180940628,22.2801571,3.92558479,9.15485764
224.866119,62.1098061,3.86146791E-02,2.98906183,0.972904623,149.229797,-18.4527397,-20.2521954,-21.0650234,-21.4217224,-21.7265892,-18.4014893,-20.1432285,-20.9413548,-21.3041821,-21.5830688,2.61228371,0.812828064,19.7198639,2.34799266,7.01829576
216.740250,64.3191833,4.48121987E-02,2.31026340,0.162824303,13.5393496,-17.7107639,-18.5671787,-18.8436031,-19.0259304,-19.1516247,-17.7211647,-18.5605602,-18.8746033,-19.0272408,-19.3423538,1.13283920,0.276424408,20.7191296,1.40430164,3.24430633
152.652603,64.2118378,3.95318493E-02,2.76956224,1.00000000,68.2275772,-18.4220486,-19.2085114,-19.1412926,-19.3527451,-19.3768082,-18.3418980,-19.1663418,-19.1144543,-19.3370247,-19.3498878,0.719244003,-6.72187805E-02,19.0639534,0.737041950,2.04128361
14.0533047,-0.833781362,4.39124815E-02,2.30421567,0.853224874,59.2649803,-17.7010193,-19.4545097,-20.1961403,-20.5256653,-20.7731476,-17.6627293,-19.2252502,-19.9611816,-20.3143539,-20.5484371,2.49512100,0.741630554,20.8866634,2.47848058,5.71095371
224.876419,60.4581947,3.92552316E-02,2.75174594,0.388132989,72.0917282,-17.8667755,-18.9706059,-19.4210300,-19.6691704,-19.8373871,-17.9669647,-19.0741367,-19.5560703,-19.8001709,-19.9367676,1.55425453,0.450424194,20.6243992,1.87533510,5.16044569
212.739182,63.8466187,4.08013500E-02,2.41322994,0.129927203,74.8088608,-18.2440701,-19.2505302,-19.6860332,-19.9434280,-20.0904617,-18.2834606,-19.2476501,-19.6947632,-19.9372787,-20.0362415,1.44196320,0.435503006,20.2295475,1.65619409,3.99677730
127.705795,53.6522560,3.11056208E-02,2.57829022,0.112903297,14.2194901,-17.0717983,-18.0496750,-18.4554958,-18.6862774,-18.6728325,-16.8973179,-18.1134644,-18.4737358,-18.7016182,-18.1051121,1.38369751,0.405820847,22.3239441,2.43144560,6.26897240
137.713440,57.7245789,2.59397700E-02,1.73012745,0.00000000,0.00000000,-16.9540825,-17.8985958,-18.2815247,-18.5071583,-18.4846172,-16.7519531,-17.7437859,-18.1807232,-18.2896271,-18.1803188,1.32744217,0.382928848,22.8876572,2.83611465,4.90684032
160.424057,66.0096512,3.71361412E-02,2.94233966,1.00000000,116.350998,-18.3610992,-19.9947643,-20.7070446,-21.0327168,-21.2744427,-18.3434067,-19.8943615,-20.6093636,-20.9277973,-21.1682129,2.34594536,0.712280273,18.5565434,1.17718291,3.46367192
128.514938,53.8655815,3.24623100E-02,2.46605706,1.51468804E-02,0.00000000,-17.4655609,-18.8849621,-19.5438099,-19.8952332,-20.1003456,-17.2251625,-18.7527332,-19.4648571,-19.7572823,-19.7727737,2.07824898,0.658847809,22.2331238,3.72517300,9.18648911
198.800995,66.2520447,2.54279394E-02,2.40258002,0.00000000,19.3154392,-17.3214912,-18.1841030,-18.4931240,-18.6314621,-18.7465820,-17.1883926,-18.1634007,-18.5077953,-18.6862106,-18.7378922,1.17163277,0.309020996,20.9421482,1.37610757,3.30620837
127.719513,51.5291557,4.08739783E-02,2.39574194,0.00000000,35.7886314,-17.5125008,-19.0869656,-19.5472012,-19.8614616,-20.1033058,-17.4683800,-19.1149960,-19.4745617,-19.7495117,-19.9102859,2.03470039,0.460235596,21.8945255,3.11528158,7.46340942
128.478592,51.6444283,2.49565504E-02,2.92930651,0.323478013,44.4075508,-16.8129921,-18.0747318,-18.7840595,-19.1342926,-19.4383411,-16.7632332,-18.1360302,-18.8895664,-19.2424526,-19.5148697,1.97106743,0.709327698,20.2760220,1.17703450,3.44789505
245.601013,47.7316971,2.14978792E-02,1.92730355,4.09791619E-02,61.3985786,-17.5782871,-18.8326626,-19.3073292,-19.5207920,-19.5829716,-17.3674679,-18.7744923,-19.2581005,-19.3936214,-18.9827614,1.72904205,0.474666595,22.2697372,3.62536526,6.98717976
233.650055,53.9679146,4.02015895E-02,2.23019862,0.507228374,78.5316467,-18.0820789,-19.2926273,-19.7383099,-19.9582329,-20.1058331,-17.7736187,-18.8231468,-19.2047882,-19.1484337,-19.1449223,1.65623093,0.445682526,22.7861061,4.30189562,9.59408188
133.543060,52.3654175,3.26215401E-02,2.86437058,0.880085111,43.5375214,-16.8443375,-18.4761047,-19.1923904,-19.5215092,-19.7614746,-16.6493874,-18.3135052,-19.0300598,-19.3647099,-19.5824642,2.34805298,0.716285706,20.7384262,1.55184710,4.44506550
231.140503,54.6915550,2.96479203E-02,2.41397786,0.115981102,0.00000000,-16.6895294,-17.7455082,-18.0773525,-18.2274513,-18.3061562,-16.5245895,-17.7540989,-18.0790119,-18.2024803,-18.2917747,1.38782310,0.331844330,21.9313755,1.77099526,4.27514315
324.289062,-7.61160946,2.79887002E-02,2.01913905,0.430929393,31.0074596,-18.1812820,-19.6101265,-20.0600109,-20.3562870,-20.4201317,-17.4322624,-19.1131172,-19.5570107,-19.7779579,-18.8224411,1.87872887,0.449884415,22.3680611,4.18010664,8.44021797
316.262695,-6.57704067,4.05984707E-02,1.95818555,0.00000000,55.1732788,-18.2862892,-19.3426609,-19.8156033,-20.1121292,-20.3319721,-18.3131104,-19.3127117,-19.7970028,-20.0703697,-20.2563324,1.52931404,0.472942352,20.4644966,1.77870965,3.48304343
321.053619,-8.05802155,2.41095405E-02,2.35424876,0.00000000,63.5434189,-18.5250187,-19.6388988,-20.1953754,-20.4506226,-20.6718807,-18.5768585,-19.6905766,-20.1868153,-20.4309502,-20.6180916,1.67035675,0.556476593,20.5782719,2.36935973,5.57806206
316.463074,-7.89920950,2.84790806E-02,1.90852416,0.00000000,63.8270798,-16.3210602,-17.3411903,-17.8322392,-18.0668488,-18.2801914,-16.1662197,-17.3111897,-17.7656384,-17.9831696,-18.2273006,1.51117897,0.491048813,22.6515694,2.03013778,3.87456656
316.347351,-7.75407791,2.80564893E-02,2.76799512,1.00000000,76.4976807,-17.5495453,-18.8644791,-19.1126022,-19.1531448,-19.3911362,-15.7339869,-19.1241188,-19.2375622,-19.1706543,-19.0902157,1.56305695,0.248123169,22.9394035,4.52569103,12.5270891
40.8179321,-7.58163023,3.09343394E-02,2.11694121,0.00000000,40.9278488,-17.1765480,-18.2458916,-18.6480618,-18.8181438,-18.9411449,-17.4442272,-18.1909313,-18.5832806,-18.6589737,-18.6488247,1.47151375,0.402170181,22.2529621,2.54158902,5.38039446
30.7206402,-8.54444122,4.68432195E-02,2.86319470,1.00000000,65.0150070,-18.3767147,-19.8464699,-20.4738998,-20.8732586,-21.1361885,-18.2567749,-19.6821899,-20.3383198,-20.6341381,-20.8371391,2.09718513,0.627429962,20.7936821,2.82705092,8.09439754
29.6794815,-8.65552330,3.53694707E-02,2.29584289,0.00000000,40.4632912,-18.4647522,-19.5618458,-20.0978642,-20.3659248,-20.5381374,-18.5825653,-19.5611858,-20.0661049,-20.3026352,-20.4636269,1.63311195,0.536018372,21.1490345,3.01684237,6.92619562
28.3172112,-8.66714478,3.69898900E-02,2.08492303,0.00000000,47.7195892,-17.4392204,-18.3708248,-18.7130260,-18.8914223,-18.9873695,-17.3624077,-18.2898350,-18.6643124,-18.8469849,-18.9446793,1.27380562,0.342201233,21.5859566,1.92766953,4.01904249
29.6844711,-8.93482590,4.31404002E-02,2.47474837,1.01996697E-02,12.6830101,-17.1495667,-19.0173321,-19.4294910,-19.6696548,-19.8128357,-15.8033295,-18.9840412,-19.4002399,-19.5887032,-19.6628189,2.27992439,0.412158966,21.8570118,3.02659440,7.49005938
3.76852226,-9.84509659,4.75899316E-02,2.07986641,0.00000000,37.8214798,-18.8328476,-20.2629719,-20.8697529,-21.1868591,-21.3942280,-18.7104263,-20.2168941,-20.7887135,-21.0604897,-21.1074181,2.03690529,0.606781006,21.6366863,5.05214977,10.5077963
40.8030891,-8.37779045,3.06976698E-02,2.39472771,0.148348495,81.1797791,-16.8633995,-17.8245258,-18.1550865,-18.3337460,-18.3757458,-16.7976398,-17.8249454,-18.1925964,-18.3149662,-18.0361557,1.29168701,0.330560684,22.4322910,2.31686687,5.54826546
0.526430249,-10.2185507,2.95400601E-02,2.46665549,0.271646410,78.5048370,-18.7562160,-20.1380901,-20.8078899,-21.1619225,-21.4161644,-19.1103954,-20.2468281,-20.8633823,-21.1990833,-21.3755035,2.05167389,0.669799805,21.0378056,4.07144690,10.0428572
40.8202629,-8.93431854,3.02225295E-02,2.52431583,0.108838402,38.6591415,-17.3143368,-18.4264698,-18.7861366,-18.9644909,-19.0949497,-17.7443466,-18.4621601,-18.8055172,-18.9351902,-19.1421700,1.47179985,0.359666824,22.5137539,3.18097687,8.02979183
13.4014034,-10.2386723,2.90160794E-02,3.29826474,1.00000000,160.934601,-18.0005112,-19.7679195,-20.5724792,-20.9177361,-21.2169762,-18.0315704,-19.7155991,-20.5069981,-20.8601379,-21.1283264,2.57196808,0.804559708,18.7221565,1.20528674,3.97535467
23.6325359,-10.5841761,3.17752883E-02,2.15770793,5.81825711E-02,57.3807487,-17.9864216,-19.0961742,-19.6146507,-19.8574982,-19.9763241,-18.0938721,-19.0885239,-19.6016998,-19.8175888,-19.7271347,1.62822914,0.518476486,22.0250072,3.63424945,7.84164953
316.251007,-6.35209370,2.05749404E-02,2.42303395,3.74275185E-02,0.00000000,-16.1717625,-17.2573166,-17.6309032,-17.7890472,-17.9568329,-15.8983831,-17.2401867,-17.6687946,-17.8311977,-17.7566128,1.45914078,0.373586655,21.5992947,1.18263888,2.86557412
318.128235,-6.94547987,4.03387286E-02,2.10442162,0.155252397,40.1302185,-18.3072166,-19.2497559,-19.5520039,-19.7710667,-19.8732414,-18.7777767,-19.4921665,-19.7188129,-19.9220562,-19.8216801,1.24478722,0.302248001,22.1594563,3.76339626,7.91977262
338.370178,-9.58810711,3.53287198E-02,2.21786427,0.00000000,0.00000000,-17.2321091,-18.5996170,-19.0537357,-19.2697201,-19.4017334,-16.3657093,-18.3771877,-18.9483967,-19.0033607,-19.0772648,1.82162666,0.454118729,22.4808388,3.21315622,7.12634373
229.913010,4.03527069,4.55935486E-02,1.90693736,0.00000000,78.0988770,-18.9331970,-20.1711254,-20.6220379,-20.9192772,-21.0796089,-19.0323067,-20.1197071,-20.5447178,-20.8522472,-20.8936996,1.68884087,0.450912476,22.0929241,5.55125332,10.5858917
229.890457,3.63389397,4.76779900E-02,1.75043952,0.00000000,76.1753235,-17.9341526,-19.2631569,-19.8987808,-20.2213707,-20.3483524,-17.8971519,-19.1324768,-19.8110619,-20.1061306,-20.2027416,1.96462822,0.635623932,21.8320827,3.50431299,6.13408804
219.883423,4.11851311,2.53938604E-02,2.77674460,1.00000000,39.6307106,-16.9610882,-18.2793045,-18.8042240,-19.0704288,-19.2663116,-16.8356991,-18.1981144,-18.7664337,-18.9400902,-19.1846523,1.84313583,0.524919510,22.2736435,2.76703286,7.68334436
215.467911,4.48481178,2.57923007E-02,2.01200771,0.00000000,0.00000000,-16.4475975,-17.6112690,-18.0412998,-18.2679367,-18.4342918,-16.3241882,-17.5530682,-17.9971905,-18.2253494,-18.3121109,1.59370232,0.430030823,21.0269413,1.11161792,2.23658371
232.386093,3.05313873,3.86910588E-02,2.73695993,1.00000000,122.787697,-18.4379463,-20.1574764,-20.9482708,-21.3016243,-21.6117859,-18.4628983,-20.1113567,-20.8738003,-21.2134666,-21.4852448,2.51032448,0.790794373,20.0660210,2.57344270,7.04340982
148.095306,-1.14313936,4.87642586E-02,2.27130485,8.29486623E-02,52.5334282,-17.6887302,-18.8180218,-19.2007732,-19.4455357,-19.5586586,-17.7823792,-18.8432217,-19.1928844,-19.3883152,-19.2114983,1.51204300,0.382751465,22.2290401,3.13360953,7.11738157
188.462082,3.44576025,3.28246094E-02,2.56448150,0.830870688,62.6258583,-16.8269634,-17.8732300,-18.3907337,-18.6903419,-18.8784924,-16.5818024,-17.7601910,-18.2959423,-18.5830727,-18.7567425,1.56377029,0.517503738,20.0774860,0.817313790,2.09598589
166.806076,3.35562038,2.51733605E-02,2.15832067,0.106811397,87.5499802,-16.3312206,-17.2458858,-17.5387058,-17.7113972,-17.7143726,-16.2075195,-17.2646255,-17.5112152,-17.4524689,-17.1888523,1.20748520,0.292819977,22.8920193,2.04663229,4.41728926
218.260849,2.71670914,2.90514100E-02,2.88643861,0.928997993,41.8476982,-17.2130585,-18.4318714,-18.9026928,-19.1301460,-19.2932816,-16.7447586,-18.2068615,-18.7390308,-18.9721375,-19.0354500,1.68963432,0.470821381,20.8902702,1.44992375,4.18511534
198.775009,3.04515958,2.17587799E-02,2.63870597,0.235763699,44.4410896,-17.8933353,-19.2712688,-19.9559803,-20.3197460,-20.5423393,-18.5204048,-19.3580399,-20.0063190,-20.3340759,-20.4151115,2.06264496,0.684711456,22.0021343,4.43694115,11.7077837
195.896683,2.63589215,3.90665494E-02,2.55846882,0.690518022,29.4587193,-18.6198750,-19.5182858,-19.9171391,-20.1297112,-20.2542915,-18.1384449,-19.2159653,-19.6733494,-19.9066906,-20.0568104,1.29726410,0.398853302,20.4653416,1.81192076,4.63574219
183.533264,2.08262658,2.04457492E-02,2.31686425,0.00000000,0.00000000,-16.5441551,-17.4412975,-17.8546696,-18.0420647,-18.1748047,-16.6347046,-17.3857288,-17.8001499,-17.9919357,-18.0795441,1.31051445,0.413372040,21.3925896,1.21745586,2.82068014
354.897858,-9.51777840,3.39569300E-02,2.34917784,0.00000000,76.6136932,-18.0210495,-18.8177052,-19.0808544,-19.2308788,-19.3350048,-17.8025684,-18.7716160,-19.0732441,-19.2260990,-19.3338757,1.05980492,0.263149261,21.0366478,1.79785824,4.22348881
14.4730587,-9.45416164,4.96680886E-02,2.45324039,0.911565423,137.628799,-18.7042484,-20.6578503,-21.5006123,-21.9081230,-22.2231865,-18.9803696,-20.4649601,-21.3083324,-21.7045727,-21.9937439,2.79636383,0.842761993,20.7220058,4.19220257,10.2844810
7.44561100,-9.62740803,4.77805883E-02,2.81385541,0.174822196,83.3509369,-18.1637764,-19.2835121,-19.6376057,-19.8942890,-20.0494862,-18.4269276,-19.3023911,-19.6187344,-19.8448887,-19.9109554,1.47382927,0.354093552,21.5282211,2.81329417,7.91620207
359.865051,15.7524691,4.57127988E-02,2.42245817,9.47161913E-02,55.6928787,-18.1011620,-19.3518028,-19.9054146,-20.2115211,-20.4395027,-18.3103714,-19.3908234,-19.8527737,-20.1611404,-20.4680023,1.80425262,0.553611755,21.6208897,3.23049426,7.82573700
322.892883,11.6540375,2.05518100E-02,2.28182578,0.00000000,0.00000000,-16.3173084,-17.3226509,-17.6049747,-17.7288017,-17.8244858,-16.7939968,-17.2928104,-17.5029144,-17.6213512,-17.6425362,1.28766632,0.282323837,22.0792179,1.37750244,3.14322090
