ra,dec,z,c_par,fracDeV_r,velDisp,abs_model_mag_u,abs_model_mag_g,abs_model_mag_r,abs_model_mag_i,abs_model_mag_z,abs_petro_mag_u,abs_petro_mag_g,abs_petro_mag_r,abs_petro_mag_i,abs_petro_mag_z,color_u_r,color_g_r,mu_sup,petroR50_r,petroR90_r
231.693451,48.4492569,3.69762108E-02,2.16343284,1.12303197E-02,19.4423103,-17.9642124,-19.2738419,-19.7433357,-19.9854088,-20.1168518,-17.9169731,-19.3041821,-19.7364254,-20.0000782,-20.1139030,1.77912331,0.469493866,21.9426193,3.74315333,8.09806061
212.789459,54.9466324,4.26575802E-02,2.80133152,1.00000000,98.0875397,-17.7923737,-19.5959949,-20.3390141,-20.6770935,-20.9262886,-18.0413933,-19.7363262,-20.2813129,-20.5658035,-20.7243176,2.54664040,0.743019104,21.4724140,3.83276129,10.7368345
218.016724,52.6065102,4.72549200E-02,2.52737546,0.808071077,66.9177094,-16.6031094,-18.3466835,-19.1090755,-19.4534492,-19.6735630,-16.3809490,-18.2340031,-18.9829655,-19.3185596,-19.5722828,2.50596619,0.762392044,20.0841408,1.11087048,2.80758691
234.640732,44.8527031,3.68630588E-02,2.65692759,0.867462873,71.2109909,-16.7216473,-17.9360409,-18.4298878,-18.6820335,-18.8681393,-16.5985374,-17.8409214,-18.3460789,-18.5983543,-18.7271595,1.70824051,0.493846893,20.2274399,0.897931755,2.38573980
234.637268,44.8504906,3.72469313E-02,2.39047813,0.799587488,0.00000000,-17.0232906,-18.0318184,-18.4542370,-18.6641006,-18.8231716,-16.9721813,-17.9516773,-18.3857784,-18.6135616,-18.7526627,1.43094635,0.422418594,19.8663120,0.773809075,1.84977365
231.672302,46.5823212,3.28745991E-02,1.98322713,0.00000000,39.2194290,-17.9462605,-19.1215534,-19.6701183,-19.9515228,-20.2151165,-17.8911018,-19.0697937,-19.6350479,-19.9036522,-20.1040382,1.72385788,0.548564911,20.8770428,2.19821095,4.35955191
256.133240,25.2152004,3.75767201E-02,2.60231781,4.98724207E-02,62.5101395,-17.1602097,-18.3688297,-18.9767513,-19.3438301,-19.6740685,-17.3715611,-18.3365498,-18.9534321,-19.3185005,-19.3591480,1.81654167,0.607921600,22.4221077,3.10885072,8.09021759
137.106705,32.2615356,4.87838909E-02,2.65557551,0.615786791,85.6727524,-17.9247131,-19.5184422,-20.3098640,-20.6816769,-20.9762554,-17.7486229,-19.3060112,-20.0960732,-20.4495068,-20.7359238,2.38515091,0.791421890,20.5128555,2.23272991,5.92918301
149.616623,36.7745247,4.03701216E-02,3.14839077,1.00000000,131.886398,-18.2162132,-20.0469303,-20.8506565,-21.2243385,-21.5013046,-18.2995834,-19.9921913,-20.7989349,-21.1726379,-21.4342556,2.63444328,0.803726196,19.6098747,2.07785392,6.54189634
161.173340,39.1809731,3.48012485E-02,2.42603993,1.71312001E-02,0.00000000,-17.0298481,-18.1172352,-18.5485477,-18.8608074,-18.9493580,-16.9394894,-18.1810055,-18.6084576,-18.8812065,-19.0344467,1.51869965,0.431312561,21.3200970,1.68396270,4.08536053
146.628754,34.9168396,4.14476283E-02,2.52184129,0.804262400,132.752106,-20.4535561,-21.2307758,-21.5584278,-21.8224297,-22.0078106,-20.3764763,-21.2346859,-21.6108875,-21.8852577,-22.0038795,1.10487175,0.327651978,19.0304356,2.31497955,5.83801031
203.210449,46.1566277,2.82357708E-02,2.41025209,0.342015594,0.00000000,-16.6763382,-17.5516949,-17.8360882,-17.9920044,-18.0801010,-16.6800575,-17.5480824,-17.8818264,-18.0666275,-18.2953415,1.15974998,0.284393311,20.7677155,0.942384183,2.27138329
169.514618,47.5057297,2.47867201E-02,2.26773596,0.00000000,0.00000000,-16.3277588,-17.4980602,-18.0824757,-18.3851357,-18.6006851,-16.0946808,-17.5260487,-18.0947437,-18.3823166,-18.5763664,1.75471687,0.584415436,21.3872089,1.39747393,3.16910172
164.520126,46.6062813,4.49201502E-02,1.82884812,0.00000000,19.8092899,-18.4269142,-19.4946041,-19.9508610,-20.2116547,-20.4020157,-18.3550606,-19.4647045,-19.8838902,-20.1341057,-20.3595848,1.52394676,0.456256866,21.4035511,3.08368540,5.63959217
186.872467,48.0229263,4.55496013E-02,2.62414384,0.663031876,55.4264488,-18.1449738,-19.1510448,-19.4559956,-19.6757717,-19.7541676,-18.0431747,-18.9605751,-19.2679253,-19.4922218,-19.5390472,1.31102180,0.304950714,20.6765480,1.66361094,4.36555386
186.880920,46.8202400,3.89511809E-02,2.62747574,0.721908808,103.839996,-18.0137825,-19.6553936,-20.4374886,-20.8028564,-21.0922928,-18.0328827,-19.4484653,-20.2393284,-20.6063080,-20.8729324,2.42370605,0.782094955,20.3038960,2.21978641,5.83243513
158.379379,43.1405487,4.41606604E-02,2.80277061,0.799118280,140.644302,-18.9037819,-20.1947803,-20.8425674,-21.1763458,-21.4372215,-18.7806931,-20.0712681,-20.7131481,-21.0366249,-21.2698917,1.93878555,0.647787094,19.7690926,2.13854671,5.99385548
168.530716,56.9183311,4.63087708E-02,2.84791279,1.00000000,164.866104,-17.6665993,-19.3955345,-20.2079239,-20.5906982,-20.8606796,-17.7256184,-19.3265953,-20.1238556,-20.5023785,-20.7505379,2.54132462,0.812389374,19.0485783,1.16570079,3.31981468
176.108749,56.0425568,4.86841910E-02,1.98492229,6.76006302E-02,37.6426086,-18.6332779,-19.8316708,-20.3061390,-20.5281181,-20.6941643,-18.2352448,-19.7226620,-20.2584782,-20.3621750,-20.5694542,1.67286110,0.474468231,22.4666653,5.96421480,11.8385029
176.104187,55.9680099,4.89900596E-02,2.06855536,2.54413094E-02,17.0166397,-18.2328091,-19.3543892,-19.7836895,-20.0116367,-20.1496906,-18.0178680,-19.3078098,-19.7353687,-19.9652576,-19.9869308,1.55088043,0.429300308,21.9916573,3.75910497,7.77591610
201.356430,42.0488205,2.75407694E-02,2.20112443,0.00000000,0.00000000,-17.1018867,-18.0942516,-18.5354900,-18.7286491,-18.8714676,-17.1205177,-18.0053730,-18.4457302,-18.6066093,-18.6391106,1.43360329,0.441238403,22.5366039,2.77134275,6.10007048
146.660583,35.9951859,2.20453609E-02,3.69853950,1.00000000,139.217407,-17.6270638,-19.3062611,-20.0551720,-20.4049778,-20.6900749,-17.8974724,-19.3415623,-20.0708027,-20.4076576,-20.6059570,2.42810822,0.748910904,20.1113911,1.94455481,7.19201326
146.591217,0.896673858,2.63038706E-02,2.64166141,0.129722103,84.8872528,-16.3022499,-17.4680119,-18.0062351,-18.2480240,-18.4762306,-16.4524727,-17.5176792,-18.0640125,-18.2984123,-18.4759903,1.70398521,0.538223267,21.2750683,1.11824489,2.95402408
207.768036,3.05719042,4.24986705E-02,1.93529975,0.00000000,121.758400,-16.5729694,-18.6213589,-19.4553070,-19.8189182,-20.0849705,-16.3415508,-18.5734901,-19.4048672,-19.7609882,-20.0499592,2.88233757,0.833948135,19.2001896,0.889025331,1.72053039
217.695480,2.34136295,3.34703512E-02,2.03634691,8.53012204E-02,118.501999,-16.9434109,-17.9948273,-18.3311768,-18.5238171,-18.7003822,-17.3181114,-18.0631676,-18.3440666,-18.5860672,-18.9755726,1.38776588,0.336349487,22.9715099,3.14152455,6.39723396
196.770905,2.72697473,4.76407111E-02,2.58062458,0.432203591,147.208603,-18.6071548,-20.1821880,-20.9454136,-21.3184471,-21.6180630,-18.7660847,-20.2770481,-21.0198421,-21.3858967,-21.6767731,2.33825874,0.763225555,19.5497646,2.18308473,5.63372183
213.241928,1.71252203,2.59042997E-02,2.11007428,1.11580798E-02,21.2896404,-17.6778755,-18.6570225,-18.9644260,-19.0860558,-19.1310349,-17.4946556,-18.6254902,-18.9193859,-19.0086670,-18.9098434,1.28655052,0.307403564,22.0557137,2.67911530,5.65313292
131.518448,54.4913712,4.48435396E-02,2.72302246,0.665780902,109.511101,-16.2525635,-17.9340763,-18.8830242,-19.3525848,-19.6842804,-15.9962559,-17.7632580,-18.7311459,-19.2249870,-19.4414101,2.63046074,0.948947906,20.6471577,1.26267481,3.43829179
164.436661,66.9938889,4.11546007E-02,2.97429347,1.00000000,147.064102,-17.7775345,-19.5957985,-20.4144459,-20.7671928,-21.0282421,-17.8779659,-19.5427990,-20.3557873,-20.6988220,-20.9504013,2.63691139,0.818647385,19.0344124,1.29610884,3.85500789
136.751419,57.4514351,4.62349392E-02,2.29361582,7.42868409E-02,102.584602,-19.1672821,-20.3472290,-20.9061489,-21.2234840,-21.4232559,-19.1501827,-20.4000492,-20.8794689,-21.1667633,-21.2644348,1.73886681,0.558919907,20.8915157,3.77634311,8.66147995
213.757874,63.7206917,3.54961082E-02,2.51192212,0.202818394,54.3224983,-16.8135567,-17.9964809,-18.3260212,-18.5279541,-18.7176628,-17.2806396,-18.1502399,-18.3567219,-18.4893646,-18.5996628,1.51246452,0.329540253,22.0675106,2.11180496,5.30468941
121.566711,46.2886391,3.62092704E-02,2.38566947,0.142506897,0.00000000,-17.4514503,-18.6137562,-19.0683861,-19.3259735,-19.5651855,-17.2491302,-18.6091270,-19.0414772,-19.1211224,-19.5181961,1.61693573,0.454629898,22.1012783,2.73132014,6.51602745
132.137650,57.0957718,3.01003009E-02,2.20498037,0.146574005,0.00000000,-17.2653618,-18.5197048,-18.9583950,-19.1744232,-19.2857895,-17.1058044,-18.5669460,-18.9294758,-19.0483932,-18.8498001,1.69303322,0.438690186,22.3975582,3.05830932,6.74351311
131.520569,53.9943657,3.00765000E-02,3.12713647,1.00000000,159.438507,-18.0714035,-19.8198242,-20.5929756,-20.9623737,-21.2535973,-18.0812340,-19.7171345,-20.4909248,-20.8552933,-21.1251678,2.52157211,0.773151398,19.1427574,1.46544051,4.58263254
188.026703,66.4033432,4.85046804E-02,2.27846551,0.447318614,67.4188080,-18.6872616,-19.4041538,-19.4610786,-19.5976143,-19.5590553,-17.9040222,-18.9666348,-19.0550499,-19.2113438,-18.8382053,0.773817062,5.69248199E-02,22.0924683,2.86132860,6.51943922
135.560822,54.8003082,4.70109507E-02,2.44557548,0.497752696,69.1216583,-16.3613033,-18.0332813,-18.7982922,-19.1642361,-19.4077835,-16.2347145,-18.0885315,-18.8693523,-19.2123375,-19.3519821,2.43698883,0.765010834,20.6397629,1.35034931,3.30238104
145.730972,58.6921959,4.18188088E-02,2.00884318,0.00000000,0.00000000,-18.2124062,-19.0903950,-19.3119812,-19.4660358,-19.5409069,-18.2202168,-19.0323143,-19.2717609,-19.4291763,-19.5333366,1.09957504,0.221586227,21.2981510,2.22766948,4.47503853
131.513428,51.2015266,4.54195701E-02,1.71871412,0.00000000,0.00000000,-19.1651382,-20.2454376,-20.6613770,-20.8951492,-20.9594231,-19.1084480,-20.1605873,-20.5538158,-20.7644882,-20.3630829,1.49623871,0.415939331,22.1388569,5.82933140,10.0189543
259.376251,57.0681076,2.79906094E-02,2.36537862,0.153343603,48.8601685,-16.9268074,-18.5079327,-19.2926369,-19.6742001,-19.9624081,-17.0200291,-18.5746441,-19.3361664,-19.6855011,-19.9441185,2.36582947,0.784704208,20.9845181,2.00920081,4.75252151
133.170090,54.4341927,3.83483805E-02,2.25652981,0.313610107,62.2844582,-18.0557747,-18.9749088,-19.3482571,-19.5792122,-19.7136879,-17.9712753,-19.0461864,-19.3822308,-19.6240234,-19.4819679,1.29248238,0.373348236,21.6404858,2.73268580,6.16638660
135.291855,55.0634613,4.63438295E-02,2.60496545,0.948453486,111.178802,-16.5142441,-18.4417782,-19.2608395,-19.6576195,-19.9443359,-16.6513939,-18.3460293,-19.1714001,-19.5655594,-19.8312531,2.74659538,0.819061279,19.9901581,1.15359545,3.00507617
131.529419,52.8303986,3.06451395E-02,2.64461136,0.292059302,0.00000000,-17.0617523,-18.0147381,-18.3192081,-18.4914551,-18.6154327,-16.8045235,-18.0846004,-18.4144344,-18.5950546,-18.6844521,1.25745583,0.304470062,21.9345264,2.02413392,5.35304689
124.290588,45.8135262,4.87164296E-02,3.42161155,1.00000000,156.437302,-18.4261665,-20.2381611,-21.0945435,-21.4741936,-21.7809772,-18.5022240,-20.1875324,-21.0319653,-21.4096222,-21.6823959,2.66837692,0.856382370,19.4481640,2.01210260,6.88463402
135.282822,53.0801506,2.98405904E-02,2.44966292,0.177543998,80.1572571,-16.8061028,-18.0192623,-18.4224339,-18.6272240,-18.7616158,-16.5438004,-18.0900211,-18.4930706,-18.7008324,-18.7830353,1.61633110,0.403171539,21.7553768,1.96363497,4.81024361
166.955139,0.744381666,3.90710495E-02,2.58138633,0.250758111,50.7139816,-17.5280991,-19.2113514,-20.0543499,-20.5079765,-20.8960075,-17.8344307,-19.3135815,-20.0823498,-20.5279770,-20.8392487,2.52625084,0.842998505,21.4446449,3.39867449,8.77329254
166.723221,0.259176701,4.23162989E-02,2.46266365,0.396209091,88.5764771,-18.0062866,-19.0900860,-19.6145115,-19.9430218,-20.1667233,-18.0173283,-19.1421356,-19.6837616,-20.0076809,-20.1843739,1.60822487,0.524425507,19.9078293,1.37688291,3.39079952
237.231949,9.44664627E-02,3.18835117E-02,3.26443458,1.00000000,122.872704,-17.1051407,-18.7636356,-19.5240231,-19.8777447,-20.1551533,-17.1243515,-18.7026043,-19.4421940,-19.7845840,-20.0512333,2.41888237,0.760387421,19.2797985,0.912384152,2.97841859
211.288879,-0.294340611,3.24815214E-02,2.28619456,0.00000000,476.001709,-17.0795822,-17.9844227,-18.2772541,-18.4334030,-18.5019302,-17.2834129,-17.9181614,-18.2226048,-18.3951645,-18.4265785,1.19767189,0.292831421,22.5902481,2.45018172,5.60159254
213.065002,-0.633022487,2.55911592E-02,2.39668107,0.264433891,115.762100,-18.1998100,-19.7504921,-20.6194439,-21.0923252,-21.4873505,-18.5595932,-19.8732128,-20.6332645,-21.1248455,-21.4724617,2.41963387,0.868951797,20.6479073,3.07957935,7.38076973
57.0887489,1.00131333,3.97978090E-02,3.18816733,1.00000000,98.8223495,-17.1790848,-19.1697025,-20.0058918,-20.3929443,-20.6486130,-16.9576645,-19.0768261,-19.8808117,-20.3046722,-20.5399628,2.82680702,0.836189270,20.8154221,1.95106697,6.22032785
53.2399292,0.598176599,4.03547697E-02,2.48515701,0.106684200,63.9316483,-18.5662460,-19.6581326,-20.1136990,-20.4101086,-20.6194954,-18.5881042,-19.6944942,-20.1354313,-20.4038486,-20.5777454,1.54745293,0.455566406,20.5195160,2.09161615,5.19799423
149.859970,38.2903938,2.33806297E-02,3.02083850,0.850584805,55.7977486,-18.2627640,-19.3000278,-19.7932186,-19.9982643,-20.1746864,-17.8946915,-19.0673199,-19.6059589,-19.8291531,-19.9720764,1.53045464,0.493190765,20.2221355,1.64266050,4.96221209
174.275299,11.8771486,3.57953310E-02,3.33329868,1.00000000,189.558105,-18.4979248,-20.4626789,-21.4164791,-21.8445263,-22.1447315,-18.5077553,-20.3535290,-21.3207989,-21.7365074,-22.0124626,2.91855431,0.953800201,19.0512962,2.02697110,6.75650024
177.353668,11.3150244,2.16072891E-02,2.38274264,0.00000000,39.9743996,-15.9917498,-17.1483269,-17.6702404,-17.8954372,-18.0220642,-16.1690998,-17.0510063,-17.6506100,-17.8594971,-17.6927757,1.67849064,0.521913528,22.3151379,1.69954622,4.04958153
243.750244,31.0704308,2.25890297E-02,2.10463309,0.00000000,17.7555199,-18.4244461,-19.5615292,-20.0222912,-20.2355213,-20.3397408,-18.3855457,-19.5369282,-19.9550323,-20.1085014,-20.0721512,1.59784508,0.460762024,21.8244114,3.96918178,8.35367107
226.068527,40.8390846,3.64928916E-02,2.58695292,0.425078213,78.4380035,-17.2795467,-18.4940872,-19.1188755,-19.4694672,-19.7512932,-17.3529472,-18.5756779,-19.1704159,-19.4899483,-19.7209034,1.83932877,0.624788284,20.0345154,1.19683170,3.09614730
225.902863,40.9459267,3.35905403E-02,2.50273156,0.153219402,20.4255295,-17.5289631,-18.6840515,-19.0937042,-19.2299862,-19.1592026,-17.9177837,-18.8185921,-19.2098446,-19.2492371,-19.2266922,1.56474113,0.409652710,22.1848316,3.29774165,8.25336170
195.636749,48.2204208,3.63398716E-02,2.43273854,0.00000000,31.8084202,-17.3052654,-18.3203087,-18.6616535,-18.9096375,-18.8215313,-16.8816967,-18.2715092,-18.6935139,-18.9257965,-18.9074821,1.35638809,0.341344833,22.8430672,3.52694035,8.58012295
188.253418,47.7196884,3.00429892E-02,2.77874637,0.991392314,92.7811432,-18.8713417,-20.2271805,-20.9351254,-21.2890911,-21.5437317,-18.6426716,-20.0847206,-20.8139858,-21.1639099,-21.4079514,2.06378365,0.707944870,20.6241951,3.40835857,9.47096443
189.520447,46.4789810,4.79030199E-02,1.95379043,4.31762598E-02,62.9214287,-17.6354980,-18.6885834,-19.1938381,-19.4845505,-19.6217270,-17.7218685,-18.6928539,-19.1383781,-19.3173008,-19.5561657,1.55834007,0.505254745,22.1323490,3.03555012,5.93082905
222.671738,51.7044792,2.59945504E-02,2.66535616,0.258555889,89.4567566,-18.6836491,-19.9545784,-20.6216316,-20.9602966,-21.2526283,-18.9486790,-20.0737476,-20.6613827,-20.9566460,-21.2169762,1.93798256,0.667053223,19.9965801,2.37474084,6.32952929
222.695480,51.7693405,2.56185606E-02,2.19944382,0.00000000,0.00000000,-15.6098309,-17.2599201,-17.5467167,-17.6417274,-17.7578392,-15.0950413,-17.1879787,-17.5247059,-17.6815758,-17.7106895,1.93688583,0.286796570,22.0038280,1.41382587,3.10963058
218.049820,53.3415871,4.46068794E-02,2.18564463,8.15626830E-02,51.3219604,-18.4441128,-19.7305965,-20.3117867,-20.5708122,-20.7820625,-18.6093540,-19.7558174,-20.2978458,-20.4449024,-20.6341324,1.86767387,0.581190109,21.5927544,4.10055590,8.96235847
217.523102,52.6558800,4.44601402E-02,3.40188479,1.00000000,175.292801,-18.4052925,-20.1766415,-21.0002537,-21.3569603,-21.6874390,-18.5696754,-20.1231632,-20.9427929,-21.2999306,-21.5865288,2.59496117,0.823612213,20.1483612,2.82877755,9.62317562
202.249649,56.0487976,4.00896706E-02,2.44998980,0.00000000,93.4992676,-17.2464905,-18.8868389,-19.7269230,-20.1632347,-20.5403633,-17.5245323,-18.9092693,-19.6750431,-20.0891457,-20.2932129,2.48043251,0.840084076,21.9042339,3.56749034,8.74031448
240.749680,41.1970940,3.48871388E-02,2.94696712,1.00000000,0.00000000,-17.6260872,-18.4868679,-18.6925106,-18.8085594,-18.9494286,-17.6237755,-18.3684559,-18.6430721,-18.6533890,-18.8540459,1.06642342,0.205642700,22.6308441,3.14234734,9.26039505
238.891983,42.6130295,4.52514105E-02,2.12046194,0.594486713,110.377296,-14.9664888,-21.1884823,-21.9100933,-22.2456264,-22.4720573,-13.0883207,-21.0009136,-21.6076241,-21.8854980,-21.8948746,6.94360447,0.721611023,21.5779953,7.34802580,15.5812082
237.464813,42.9267120,4.07775007E-02,2.48915362,3.93715613E-02,51.6681595,-17.7283783,-19.1030426,-19.7553005,-20.0855751,-20.3711662,-17.8361492,-19.1296120,-19.7661514,-20.0676956,-20.2890358,2.02692223,0.652257919,20.9850597,2.41122723,6.00191498
189.507263,56.7888947,2.07128394E-02,2.27603531,0.00000000,36.4280090,-16.5289040,-17.5433292,-17.9845638,-18.2124176,-18.3590240,-16.5796852,-17.5872593,-18.0175838,-18.2202148,-18.3640938,1.45565987,0.441234589,20.5238762,0.914065838,2.08044624
226.079865,48.6147385,2.56926101E-02,2.53914142,0.575446486,67.8043594,-17.7218266,-19.3324680,-20.0590267,-20.3929806,-20.6382923,-17.6305065,-19.1467953,-19.8590870,-20.2093105,-20.4546509,2.33720016,0.726558685,20.7131786,2.28701568,5.80705595
159.350021,40.5707169,3.91592085E-02,2.71473527,0.402456313,46.5052299,-18.4952049,-19.5796032,-19.8838139,-20.1122551,-20.1874466,-17.9210281,-19.2737827,-19.5361118,-19.7944527,-19.7781677,1.38860893,0.304210663,21.5383854,2.82791591,7.67704248
139.914413,33.9537048,2.30258796E-02,3.16162586,1.00000000,78.6536484,-16.1366920,-17.6173363,-18.3491459,-18.7034931,-18.9664173,-16.2148018,-17.5708065,-18.2906151,-18.6318130,-18.8911686,2.21245384,0.731809616,19.7115040,0.705608606,2.23087049
139.895126,33.8880959,2.14410704E-02,3.30431032,1.00000000,156.795898,-17.6376705,-19.4275570,-20.2471256,-20.6272354,-20.9172363,-17.6187000,-19.3934174,-20.1985874,-20.5746460,-20.8464870,2.60945511,0.819568634,19.2582397,1.38502824,4.57656288
160.282059,40.2235222,3.74370590E-02,2.49162936,0.134758696,95.8357315,-17.9003010,-19.2513790,-19.8898926,-20.2422218,-20.4842758,-17.8844204,-19.2834892,-19.9275627,-20.2589912,-20.4613152,1.98959160,0.638513565,20.1836758,1.80983388,4.50943565
144.225998,34.7611961,4.18179892E-02,1.94251788,0.00000000,100.659203,-18.4117336,-19.4125710,-19.7190971,-19.8998871,-19.9756374,-18.3184223,-19.3658810,-19.6522675,-19.8436584,-19.9930878,1.30736351,0.306526184,21.8872318,3.49536514,6.78980923
155.449753,38.1316910,2.14964803E-02,2.31083322,3.73030789E-02,43.2010689,-18.4548759,-19.3923664,-19.9591465,-20.1803894,-20.4044933,-18.3604050,-19.4007359,-19.9767666,-20.2231102,-20.4345322,1.50427055,0.566780090,20.2435360,1.97716010,4.56888723
147.894791,35.7632675,2.69245505E-02,2.62726903,0.620403588,30.8357296,-17.2406120,-18.1767254,-18.5450115,-18.7017021,-18.8112450,-16.9076843,-17.8677349,-18.3071537,-18.5051346,-18.6264839,1.30439949,0.368286133,20.8744450,1.21512628,3.19246340
147.890823,35.7023315,2.75768694E-02,2.35700989,0.00000000,22.8121796,-16.1413059,-17.4090424,-17.8906250,-18.1382675,-18.3134670,-16.2955246,-17.4323311,-17.8347855,-18.0910473,-18.2440662,1.74931908,0.481582642,21.9442291,1.59960663,3.77028847
145.504150,34.4200516,3.98555212E-02,2.24116254,0.343480110,52.7181816,-16.9351635,-18.0839615,-18.7020340,-19.0507851,-19.2718258,-16.9373341,-18.1180515,-18.7172642,-19.0647449,-19.2583275,1.76687050,0.618072510,19.8217735,0.880639136,1.97365558
226.076202,40.4600029,2.93794107E-02,2.16968107,0.00000000,103.142998,-18.0747528,-19.1241360,-19.6115398,-19.8796082,-20.0823822,-18.2384224,-19.2523746,-19.6788692,-19.9161568,-20.0083427,1.53678703,0.487403870,20.4600925,1.86546826,4.04747057
207.564133,45.2380562,4.03574891E-02,2.70075202,0.939558506,148.505600,-17.9660149,-19.6950207,-20.4990788,-20.8519516,-21.1442337,-17.9901352,-19.5981312,-20.4168892,-20.7690315,-21.0227318,2.53306389,0.804058075,19.1706543,1.42311323,3.84347606
189.517365,48.3450623,3.06111109E-02,2.84551787,0.822186828,104.901703,-18.4322433,-19.9920082,-20.6361790,-20.9413795,-21.1806221,-18.3222237,-19.8528080,-20.5007572,-20.8067284,-21.0195045,2.20393562,0.644170761,19.2102623,1.52753663,4.34663296
