  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  32     398147   2      BS     9.364    -14.621   -16.402   -17.375   99.0     8.613    6.321    7.22    10.126   0.0     99.0     
  32     398149   2      BS     9.707    -15.458   -17.214   -18.176   99.0     99.0     8.526    7.988   13.996   0.983   99.0     
  32     398158   2      IN     10.287   -16.077   -18.069   -19.157   99.0     7.501    8.958    9.351   10.269   0.906   99.0     
  32     398162   2      IN     9.65     -15.337   -16.935   -17.881   99.0     9.091    8.379    8.806   9.917    0.9     99.0     
  32     398168   2      CL     9.179    -14.158   -15.884   -16.846   99.0     8.334    6.559    8.441   9.886    0.0     99.0     
  32     398186   2      CL     9.134    -14.129   -15.795   -16.707   99.0     99.0     6.171    0.293   13.996   0.065   99.0     
  32     398187   2      CL     9.001    -13.898   -15.559   -16.471   99.0     99.0     99.0     8.667   13.996   0.0     99.0     
  32     398189   2      BS     11.047   -17.891   -19.851   -20.953   99.0     8.328    12.145   0.176   9.424    1.0     99.0     
  32     398200   2      BS     10.182   -16.597   -18.161   -19.122   99.0     8.716    10.234   8.775   10.192   0.865   99.0     
  32     398214   2      BS     10.664   -17.383   -19.216   -20.242   99.0     9.219    10.315   9.746   9.72     0.969   99.0     
  32     398221   2      BS     9.769    -15.485   -17.234   -18.2     99.0     99.0     6.746    9.552   13.996   0.03    99.0     
  32     398232   2      CL     9.01     -14.407   -15.886   -16.721   99.0     8.452    8.726    7.733   9.763    0.0     99.0     
  32     398247   2      BS     9.062    -14.044   -15.7     -16.604   99.0     99.0     7.204    9.491   13.996   1.0     99.0     
  32     398249   2      BS     9.158    -14.305   -15.991   -16.918   99.0     99.0     6.275    8.189   13.996   0.0     99.0     
  32     398253   2      IN     9.042    -15.025   -16.3     -17.039   99.0     8.701    8.529    6.788   9.885    0.0     99.0     
  32     398259   2      IN     10.588   -16.761   -18.675   -19.776   99.0     9.687    10.818   0.136   9.972    0.977   99.0     
  32     398279   2      CL     9.071    -13.998   -15.672   -16.603   99.0     99.0     4.479    8.618   13.996   0.0     99.0     
  32     398293   2      CL     9.832    -14.914   -16.846   -17.923   99.0     99.0     7.81     1.403   13.996   0.922   99.0     
  32     398298   2      CL     9.023    -14.004   -15.628   -16.518   99.0     3.936    5.011    9.76    9.65     0.0     99.0     
  32     398305   2      IN     9.262    -16.426   -17.404   -17.972   99.0     8.898    9.21     5.597   10.02    0.0     99.0     
  32     398308   2      CL     10.315   -16.512   -18.384   -19.417   99.0     8.479    10.419   8.785   10.125   0.924   99.0     
  32     398320   2      BS     9.431    -14.539   -16.314   -17.296   99.0     7.251    7.419    9.896   9.876    0.0     99.0     
  32     398324   2      CL     9.157    -14.28    -15.918   -16.816   99.0     99.0     4.353    0.222   13.996   0.0     99.0     
  32     398344   2      CL     9.007    -13.915   -15.554   -16.451   99.0     99.0     6.03     9.984   13.996   0.0     99.0     
  32     398345   2      BS     9.496    -14.951   -16.66    -17.603   99.0     4.987    5.374    9.239   9.842    0.0     99.0     
  32     398349   2      CL     9.086    -14.041   -15.722   -16.643   99.0     8.785    4.877    9.225   9.802    0.0     99.0     
  32     398357   2      BS     9.59     -14.978   -16.786   -17.79    99.0     8.292    6.962    7.765   10.151   0.183   99.0     
  32     398368   2      CL     9.143    -13.877   -15.634   -16.602   99.0     99.0     5.773    9.958   13.996   0.0     99.0     
  32     398373   2      RI     9.012    -14.323   -15.939   -16.822   99.0     8.382    7.701    6.364   10.076   0.0     99.0     
  32     398376   2      IN     9.981    -16.795   -18.149   -18.941   -0.879   9.095    7.308    9.382   10.089   0.613   -10.86   
  32     398403   2      CL     9.264    -15.014   -16.326   -17.141   99.0     99.0     1.345    9.455   13.996   0.957   99.0     
  32     398410   2      CL     9.278    -14.24    -16.045   -17.031   99.0     7.761    5.834    8.173   10.206   0.0     99.0     
  32     398411   2      CL     9.179    -14.163   -15.832   -16.751   99.0     99.0     -0.153   1.159   13.996   0.0     99.0     
  32     398424   2      CL     9.198    -14.558   -16.013   -16.87    99.0     8.344    7.591    0.528   9.791    0.993   99.0     
  32     398433   2      CL     9.057    -14.156   -15.755   -16.629   99.0     8.185    7.125    0.165   9.531    0.172   99.0     
  32     398436   2      CL     10.246   -16.039   -17.971   -19.036   99.0     8.207    6.748    0.646   10.199   0.47    99.0     
  32     398439   2      CL     10.73    -17.348   -19.292   -20.375   99.0     99.0     99.0     8.056   13.996   1.0     99.0     
  32     398455   2      CL     9.651    -14.97    -16.781   -17.773   99.0     99.0     5.077    0.567   13.996   0.02    99.0     
  32     398459   2      CL     9.507    -14.819   -16.563   -17.522   99.0     99.0     7.044    0.079   13.996   0.753   99.0     
  32     398461   2      CL     9.101    -13.972   -15.635   -16.557   99.0     99.0     99.0     0.944   13.996   0.0     99.0     
  32     398478   2      BS     9.058    -13.883   -15.616   -16.561   99.0     8.012    5.688    8.774   10.046   0.0     99.0     
  32     398486   2      CL     9.31     -14.36    -16.114   -17.075   99.0     99.0     99.0     9.591   13.996   0.0     99.0     
  32     398493   2      CL     9.027    -13.784   -15.47    -16.406   99.0     99.0     99.0     9.658   13.996   0.0     99.0     
  32     398520   2      CL     9.054    -14.316   -15.951   -16.843   99.0     99.0     99.0     7.152   13.996   1.0     99.0     
  32     398525   2      CL     9.291    -14.992   -16.616   -17.499   99.0     99.0     8.72     6.342   13.996   0.0     99.0     
  32     398528   2      CL     10.308   -16.555   -18.42    -19.452   99.0     9.076    9.929    7.999   10.195   0.983   99.0     
  32     398531   2      BS     9.278    -14.944   -16.535   -17.402   99.0     9.026    8.312    7.594   9.731    0.0     99.0     
  32     398534   2      BS     10.601   -16.531   -18.579   -19.713   99.0     99.0     99.0     0.255   13.996   0.941   99.0     
  32     398538   2      CL     9.729    -15.247   -17.034   -18.015   99.0     8.161    7.309    0.359   9.968    0.833   99.0     
  32     398553   2      CL     11.269   -18.218   -20.238   -21.389   99.0     99.0     9.479    9.452   13.996   0.979   99.0     
  32     398580   2      RI     9.208    -14.513   -16.142   -17.05    99.0     99.0     7.814    7.835   13.996   0.709   99.0     
  32     398586   2      RI     9.72     -15.567   -17.309   -18.261   99.0     99.0     99.0     7.494   13.996   0.887   99.0     
  32     398587   2      CL     9.293    -14.938   -16.459   -17.312   99.0     99.0     8.367    8.809   13.996   0.0     99.0     
  32     398590   2      RI     10.234   -16.39    -18.249   -19.28    99.0     99.0     10.607   8.05    13.996   0.676   99.0     
  32     398608   2      CL     9.094    -14.003   -15.685   -16.606   99.0     99.0     7.204    0.161   13.996   0.0     99.0     
  32     398622   2      CL     9.353    -14.738   -16.373   -17.283   99.0     8.172    8.548    9.547   9.426    0.0     99.0     
  32     398624   2      CL     9.121    -14.353   -15.993   -16.889   99.0     99.0     8.701    8.004   13.996   0.0     99.0     
  32     398633   2      CL     9.245    -15.871   -16.989   -17.649   99.0     9.153    9.245    6.467   9.848    0.0     99.0     
  32     398634   2      CL     9.495    -16.908   -17.813   -18.378   -0.809   8.977    9.603    6.03    9.979    0.96    -10.304  
  32     398637   2      CL     9.477    -14.898   -16.609   -17.553   99.0     99.0     6.621    8.826   13.996   0.525   99.0     
  32     398639   2      CL     10.29    -16.71    -18.498   -19.502   99.0     8.724    9.476    7.48    10.146   0.991   99.0     
  32     398640   2      RI     9.925    -17.5     -18.551   -19.227   -0.57    9.384    9.517    5.674   9.913    0.945   -10.495  
  32     398643   2      CL     10.362   -16.743   -18.542   -19.545   99.0     9.506    10.863   9.822   10.063   0.87    99.0     
  32     398646   2      IN     10.037   -16.917   -18.07    -18.874   -0.567   8.817    10.031   7.341   10.162   0.466   -10.604  
  32     398647   2      CL     9.639    -14.928   -16.769   -17.816   99.0     99.0     6.614    6.712   13.996   0.857   99.0     
  32     398648   2      CL     10.207   -16.915   -18.671   -19.636   99.0     99.0     8.557    5.988   13.996   0.009   99.0     
  32     398649   2      BS     9.024    -16.294   -17.178   -17.664   -0.973   8.806    9.662    5.093   9.794    0.0     -9.997   
  32     398651   2      BS     10.084   -16.182   -17.966   -18.978   99.0     8.898    8.852    7.422   10.235   0.461   99.0     
  32     398671   2      CL     9.002    -16.051   -17.087   -17.619   99.0     9.09     8.84     4.978   9.603    0.0     99.0     
  32     398677   2      CL     10.299   -16.947   -18.732   -19.717   99.0     9.458    10.513   6.349   9.982    0.9     99.0     
  32     398691   2      BS     9.079    -14.334   -15.923   -16.793   99.0     99.0     99.0     8.64    13.996   0.955   99.0     
  32     398698   2      CL     9.822    -15.199   -17.073   -18.131   99.0     99.0     8.633    8.143   13.996   0.967   99.0     
  32     398721   2      BS     9.751    -16.509   -18.023   -18.826   99.0     8.902    99.0     5.176   9.925    0.846   99.0     
  32     398773   2      CL     9.039    -14.778   -16.171   -16.956   99.0     8.35     8.723    6.979   9.684    0.0     99.0     
  32     398800   2      CL     11.17    -18.07    -20.071   -21.197   99.0     9.4      11.068   9.708   10.209   0.539   99.0     
  32     398808   2      BS     9.271    -14.669   -16.323   -17.226   99.0     7.394    5.78     8.516   9.886    0.0     99.0     
  32     398810   2      BS     9.217    -14.511   -16.171   -17.08    99.0     8.8      7.566    8.072   9.651    0.0     99.0     
  32     398811   2      CL     10.202   -16.969   -18.496   -19.417   99.0     9.086    8.935    7.342   10.273   0.33    99.0     
  32     398812   2      BS     9.233    -14.597   -16.317   -17.26    99.0     9.122    7.384    6.223   9.948    0.0     99.0     
  32     398818   2      BS     9.647    -15.106   -16.853   -17.825   99.0     8.13     8.142    0.14    9.935    0.052   99.0     
  32     398820   2      BS     10.076   -16.961   -18.367   -19.226   -0.974   9.051    9.105    7.092   10.2     0.554   -11.05   
  32     398822   2      BS     9.313    -14.613   -16.277   -17.193   99.0     99.0     7.831    9.517   13.996   0.111   99.0     
  32     398827   2      CL     9.659    -14.797   -16.655   -17.673   99.0     3.959    4.444    1.01    10.223   0.01    99.0     
  32     398828   2      BS     10.61    -16.056   -18.08    -19.294   99.0     99.0     8.275    0.687   13.996   0.752   99.0     
  32     398836   2      CL     9.018    -14.08    -15.63    -16.488   99.0     99.0     7.459    0.866   13.996   0.926   99.0     
  32     398841   2      CL     9.078    -13.698   -15.492   -16.472   99.0     99.0     3.896    9.093   13.996   0.0     99.0     
  32     398877   2      BS     9.215    -14.447   -16.079   -16.973   99.0     99.0     7.986    9.904   13.996   0.918   99.0     
  32     398879   2      BS     9.013    -14.152   -15.761   -16.638   99.0     99.0     7.443    8.32    13.996   0.0     99.0     
  32     398882   2      BS     9.405    -15.102   -16.648   -17.545   99.0     8.198    8.774    7.015   9.802    0.742   99.0     
  32     398885   2      CL     9.412    -14.807   -16.486   -17.407   99.0     99.0     7.844    9.58    13.996   0.096   99.0     
  32     398889   2      BS     9.676    -15.255   -16.98    -17.933   99.0     99.0     8.611    0.523   13.996   0.967   99.0     
  32     398891   2      BS     9.086    -14.14    -15.815   -16.731   99.0     7.391    7.811    8.284   9.794    0.0     99.0     
  32     398893   2      CL     9.04     -14.335   -15.941   -16.816   99.0     99.0     6.75     7.035   13.996   0.97    99.0     
  32     398894   2      CL     9.064    -14.512   -15.991   -16.808   99.0     99.0     8.106    8.775   13.996   0.0     99.0     
  32     398897   2      BS     10.369   -18.058   -19.118   -19.843   -0.264   9.596    10.121   7.967   10.223   0.892   -10.633  
  32     398898   2      CL     9.196    -14.672   -16.32    -17.214   99.0     8.638    7.51     6.877   9.832    0.0     99.0     
  32     398899   2      CL     9.128    -14.469   -16.137   -17.042   99.0     99.0     4.993    6.502   13.996   0.042   99.0     
  32     398901   2      BS     9.693    -15.351   -17.108   -18.073   99.0     99.0     7.609    8.736   13.996   0.084   99.0     
  32     398907   2      BS     10.465   -17.005   -18.815   -19.864   99.0     9.419    8.256    6.216   10.342   0.523   99.0     
  32     398913   2      CL     10.85    -16.758   -18.848   -20.069   99.0     9.595    10.313   9.176   10.114   0.977   99.0     
  32     398919   2      IN     10.019   -16.389   -17.904   -18.815   99.0     9.235    8.673    9.396   10.024   0.914   99.0     
  32     398925   2      BS     10.656   -17.338   -19.189   -20.229   99.0     9.75     10.901   9.012   9.978    0.904   99.0     
  32     398930   2      CL     9.885    -15.132   -17.042   -18.125   99.0     99.0     7.302    9.748   13.996   0.026   99.0     
  32     398939   2      CL     9.488    -15.284   -16.971   -17.891   99.0     99.0     6.592    6.492   13.996   0.222   99.0     
  32     398947   2      CL     10.797   -17.24    -19.238   -20.346   99.0     9.065    99.0     8.419   10.407   0.921   99.0     
  32     398952   2      CL     11.009   -17.378   -19.407   -20.597   99.0     9.016    11.141   8.858   10.272   0.939   99.0     
  32     398963   2      IN     10.784   -17.015   -19.046   -20.175   99.0     99.0     10.992   0.653   13.996   1.0     99.0     
  32     399018   2      CL     9.723    -15.231   -17.033   -18.021   99.0     99.0     8.564    9.805   13.996   0.973   99.0     
  32     399026   2      CL     9.943    -15.665   -17.499   -18.508   99.0     99.0     7.923    9.669   13.996   0.08    99.0     
  32     399033   2      BS     9.538    -15.238   -16.924   -17.848   99.0     99.0     7.511    7.894   13.996   0.0     99.0     
  32     399037   2      BS     10.261   -18.184   -19.172   -19.834   -0.228   9.424    10.208   7.22    10.242   0.515   -10.489  
  32     399046   2      BS     10.591   -16.372   -18.29    -19.461   99.0     9.025    10.038   9.043   10.366   0.955   99.0     
  32     399055   2      BS     9.129    -17.058   -17.818   -18.211   -0.742   8.572    9.639    4.211   9.983    0.0     -9.871   
  32     399062   2      CL     9.582    -15.394   -16.84    -17.711   99.0     8.314    8.686    1.136   9.885    0.829   99.0     
  32     399063   2      CL     9.245    -14.168   -15.876   -16.815   99.0     99.0     -0.67    1.766   13.996   0.0     99.0     
  32     399069   2      CL     9.544    -14.633   -16.437   -17.426   99.0     99.0     99.0     1.907   13.996   0.0     99.0     
  32     399078   2      IN     9.185    -14.081   -15.763   -16.693   99.0     8.544    4.825    1.35    9.909    0.0     99.0     
  32     399096   2      BS     11.061   -17.747   -19.694   -20.81    99.0     9.432    12.103   1.591   10.341   0.912   99.0     
  32     399099   2      CL     9.007    -13.553   -15.277   -16.241   99.0     99.0     7.447    0.259   13.996   0.0     99.0     
  32     399101   2      CL     9.255    -14.646   -16.339   -17.259   99.0     99.0     99.0     7.119   13.996   0.0     99.0     
  32     399105   2      BS     9.974    -15.893   -17.725   -18.726   99.0     8.924    7.767    8.008   10.185   0.829   99.0     
  32     399112   2      CL     9.404    -14.574   -16.352   -17.336   99.0     99.0     7.876    8.595   13.996   0.0     99.0     
  32     399113   2      IN     9.149    -15.196   -16.549   -17.32    99.0     8.407    8.399    6.278   9.997    0.019   99.0     
  32     399158   2      BS     9.285    -14.499   -16.197   -17.132   99.0     8.834    6.591    8.836   9.905    0.0     99.0     
  32     399163   2      BS     9.653    -14.846   -16.709   -17.728   99.0     99.0     5.466    0.355   13.996   0.0     99.0     
  32     399171   2      CL     9.006    -13.828   -15.457   -16.363   99.0     99.0     5.0      0.691   13.996   0.0     99.0     
  32     399176   2      BS     9.18     -14.189   -15.845   -16.753   99.0     2.666    3.97     1.72    9.75     0.0     99.0     
  32     399191   2      BS     10.423   -15.752   -17.772   -18.95    99.0     8.88     7.161    0.603   10.303   0.717   99.0     
  32     399195   2      CL     9.317    -14.385   -16.072   -17.016   99.0     7.967    7.696    0.961   9.753    0.82    99.0     
  32     399211   2      CL     9.362    -14.76    -16.492   -17.436   99.0     99.0     5.887    7.156   13.996   0.087   99.0     
  32     399254   2      CL     9.921    -16.06    -17.75    -18.708   99.0     9.005    7.799    7.512   10.144   0.847   99.0     
  32     399257   2      CL     10.338   -18.094   -19.158   -19.883   -0.165   9.848    9.859    6.793   10.176   0.915   -10.503  
  32     399312   2      CL     9.525    -14.66    -16.48    -17.475   99.0     99.0     5.365    0.401   13.996   0.0     99.0     
  32     399314   2      CL     9.09     -14.198   -15.784   -16.652   99.0     99.0     6.85     0.631   13.996   0.264   99.0     
  32     399352   2      BS     9.047    -15.71    -16.735   -17.328   99.0     8.671    9.223    6.417   9.839    0.0     99.0     
  32     399361   2      BS     9.673    -15.06    -16.919   -17.934   99.0     9.132    6.889    8.262   10.199   0.018   99.0     
  32     399364   2      BS     9.474    -14.618   -16.365   -17.349   99.0     8.329    7.351    9.753   10.094   0.681   99.0     
  32     399367   2      CL     10.295   -16.713   -18.222   -19.186   -0.955   9.317    8.983    0.097   10.004   0.915   -11.25   
  32     399368   2      CL     9.986    -15.387   -17.298   -18.37    99.0     8.96     7.645    0.135   9.887    0.829   99.0     
  32     399378   2      CL     9.114    -14.102   -15.768   -16.688   99.0     99.0     99.0     9.555   13.996   0.0     99.0     
  32     399407   2      CL     9.561    -14.348   -16.213   -17.266   99.0     8.381    6.366    1.747   9.906    0.982   99.0     
  32     399413   2      CL     10.252   -15.96    -17.898   -18.981   99.0     99.0     99.0     0.655   13.996   0.71    99.0     
  32     399416   2      CL     9.084    -14.231   -15.831   -16.709   99.0     99.0     99.0     9.875   13.996   0.0     99.0     
  32     399429   2      CL     9.652    -15.419   -16.851   -17.773   99.0     99.0     1.689    1.267   13.996   0.999   99.0     
  32     399463   2      BS     9.066    -13.5     -15.354   -16.371   99.0     99.0     3.944    8.622   13.996   0.0     99.0     
  32     399481   2      IN     9.151    -16.295   -17.216   -17.736   99.0     8.67     9.619    6.56    9.812    0.0     99.0     
  32     399486   2      IN     9.857    -15.855   -17.647   -18.629   99.0     9.122    7.419    6.673   10.17    0.617   99.0     
  32     399493   2      IN     9.127    -14.326   -15.808   -16.691   99.0     8.432    8.077    9.312   9.775    0.971   99.0     
  32     399520   2      IN     9.15     -14.753   -16.42    -17.313   99.0     9.048    7.686    4.87    10.068   0.0     99.0     
  32     399525   2      IN     9.003    -13.338   -15.189   -16.195   99.0     99.0     4.321    9.36    13.996   0.0     99.0     
  32     399527   2      IN     9.237    -14.596   -16.212   -17.096   99.0     99.0     99.0     8.84    13.996   0.996   99.0     
  32     399531   2      IN     9.096    -14.335   -15.918   -16.783   99.0     7.612    7.281    9.495   9.592    0.144   99.0     
  32     399554   2      IN     9.0      -13.912   -15.588   -16.509   99.0     8.519    5.395    8.206   9.86     0.0     99.0     
  32     399562   2      IN     10.059   -17.663   -18.663   -19.343   -0.518   8.476    9.998    7.308   10.178   0.0     -10.577  
  32     399569   2      BS     9.501    -15.713   -17.037   -17.824   99.0     8.513    1.528    9.991   9.635    0.69    99.0     
  33     249723   2      IL     9.13     -15.963   -16.955   -17.528   99.0     8.799    9.45     6.676   9.805    0.0     99.0     
  33     249735   2      IL     9.581    -15.378   -17.016   -17.983   99.0     8.458    10.061   5.481   9.952    0.0     99.0     
  33     249738   2      IL     9.043    -13.902   -15.531   -16.422   99.0     99.0     99.0     1.976   13.996   0.0     99.0     
  33     249776   2      IL     9.384    -17.921   -18.738   -19.146   -0.185   9.558    9.971    2.984   9.809    0.0     -9.569   
  33     249780   2      IL     9.092    -16.535   -17.4     -17.87    -0.957   8.793    10.008   4.739   9.771    0.0     -10.049  
  33     249797   2      IL     9.094    -17.638   -18.367   -18.67    -0.437   9.178    10.063   3.199   9.69     0.0     -9.531   
  33     249802   2      IN     9.051    -14.24    -15.944   -16.875   99.0     8.579    6.822    5.758   10.044   0.0     99.0     
  33     249808   2      IL     9.557    -18.079   -18.837   -19.242   -0.25    9.015    9.92     3.663   10.146   0.0     -9.807   
  33     249810   2      IL     9.379    -15.061   -16.71    -17.609   99.0     99.0     99.0     7.182   13.996   0.998   99.0     
  33     249844   2      IL     9.453    -14.376   -16.242   -17.26    99.0     3.424    4.9      9.643   10.249   0.0     99.0     
  33     254003   2      IL     9.016    -16.074   -17.056   -17.607   99.0     9.003    8.974    3.685   9.918    0.223   99.0     
  33     254022   2      IL     9.193    -17.03    -17.802   -18.218   -0.732   9.047    9.745    4.262   9.854    0.866   -9.925   
  33     254051   2      IL     9.893    -16.577   -18.26    -19.161   99.0     8.761    9.946    4.604   10.096   0.958   99.0     
  33     254063   2      IL     10.325   -17.773   -19.151   -19.979   -0.538   9.659    10.85    5.876   10.112   0.678   -10.863  
  33     254088   2      IL     9.65     -16.227   -17.505   -18.294   99.0     8.448    9.253    7.16    10.078   0.0     99.0     
  33     254092   2      IL     9.131    -14.241   -15.894   -16.798   99.0     99.0     7.396    9.234   13.996   1.0     99.0     
  33     254098   2      IL     9.307    -14.624   -16.329   -17.287   99.0     8.887    6.633    6.528   9.984    0.319   99.0     
  33     254099   2      IL     9.097    -14.884   -16.139   -16.874   99.0     8.509    7.906    0.186   9.564    0.986   99.0     
  33     254110   2      IL     9.341    -16.158   -17.213   -17.855   99.0     8.841    9.662    6.446   9.872    0.0     99.0     
  33     254124   2      IL     9.198    -14.697   -16.328   -17.217   99.0     8.487    9.471    6.924   9.687    0.0     99.0     
  33     254155   2      IN     9.11     -15.948   -17.015   -17.629   99.0     9.109    10.003   4.817   9.62     0.0     99.0     
  33     254191   2      IL     9.361    -17.564   -18.403   -18.836   -0.363   9.462    9.767    2.947   9.785    0.625   -9.724   
  33     254192   2      IN     9.123    -16.997   -17.819   -18.235   -0.759   9.369    9.494    4.058   9.86     0.0     -9.882   
  33     254193   2      IL     9.132    -16.26    -17.214   -17.748   99.0     8.757    9.118    5.804   9.902    0.0     99.0     
  33     254199   2      IL     9.001    -17.119   -17.927   -18.293   -0.721   9.314    9.648    3.105   9.684    0.0     -9.722   
  33     254200   2      IN     9.531    -17.332   -18.254   -18.813   -0.402   8.657    10.286   3.589   9.974    0.0     -9.933   
  33     254201   2      IN     9.687    -16.538   -18.138   -18.992   99.0     99.0     10.022   3.751   13.996   1.0     99.0     
  33     254202   2      IN     9.058    -17.21    -17.97    -18.329   -0.641   9.079    9.923    3.507   9.807    0.0     -9.699   
  33     254261   2      IL     9.809    -17.25    -18.371   -19.039   -0.762   9.197    9.391    6.03    9.835    0.908   -10.571  
  33     254268   2      IL     9.1      -15.898   -17.004   -17.625   99.0     8.431    8.406    5.193   9.966    0.0     99.0     
  33     254281   2      IN     9.435    -14.924   -16.673   -17.634   99.0     8.363    6.002    6.818   10.041   0.0     99.0     
  33     254290   2      IL     9.305    -14.641   -16.346   -17.289   99.0     8.637    6.494    7.064   9.896    0.413   99.0     
  33     254301   2      IL     9.561    -17.459   -18.395   -18.971   -0.532   9.315    10.05    3.694   9.924    0.961   -10.093  
  33     254313   2      IN     9.613    -16.565   -17.685   -18.407   -0.641   9.035    10.177   4.499   9.962    0.0     -10.254  
  33     254330   2      IN     9.642    -16.806   -17.914   -18.613   -0.816   9.094    10.1     5.159   10.014   0.057   -10.458  
  33     254337   2      IN     9.017    -16.694   -17.54    -17.984   -0.772   9.081    9.427    3.166   9.908    0.0     -9.789   
  33     254340   2      IN     9.286    -14.704   -16.442   -17.396   99.0     6.325    5.423    5.616   10.122   0.0     99.0     
  33     254391   2      IN     9.593    -16.762   -17.806   -18.457   -0.968   8.53     9.904    5.864   10.002   0.756   -10.561  
  33     254394   2      IN     9.019    -15.675   -16.741   -17.39    99.0     7.327    8.58     3.999   10.22    0.0     99.0     
  33     254406   2      IL     9.198    -15.261   -16.605   -17.401   99.0     8.443    9.732    5.841   9.775    0.0     99.0     
  33     254413   2      IL     9.115    -14.691   -16.065   -16.872   99.0     8.497    8.653    8.994   9.787    0.0     99.0     
  33     254417   2      IL     9.06     -14.25    -15.895   -16.791   99.0     7.874    4.445    7.475   9.815    0.0     99.0     
  33     254421   2      IL     9.159    -15.161   -16.468   -17.218   99.0     8.408    8.141    7.675   9.723    0.803   99.0     
  33     254456   2      IN     9.101    -16.258   -17.16    -17.675   99.0     8.821    9.412    5.661   9.944    0.0     99.0     
  33     254460   2      IN     9.309    -14.611   -16.331   -17.275   99.0     7.166    8.732    7.515   9.9      0.0     99.0     
  33     254475   2      IL     9.645    -17.879   -18.779   -19.262   -0.385   9.738    9.774    4.557   9.79     0.065   -10.03   
  33     254482   2      IL     9.275    -14.499   -16.231   -17.173   99.0     8.818    6.342    8.291   10.0     0.0     99.0     
  33     254490   2      IL     9.17     -14.153   -15.864   -16.799   99.0     99.0     6.661    9.475   13.996   0.0     99.0     
  33     254499   2      IL     9.227    -14.31    -16.02    -16.954   99.0     99.0     4.707    9.614   13.996   0.0     99.0     
  33     254510   2      IL     9.315    -15.645   -16.899   -17.636   99.0     8.729    9.57     7.089   9.72     0.0     99.0     
  33     254525   2      IL     10.457   -16.473   -18.439   -19.53    99.0     99.0     9.568    9.596   13.996   0.539   99.0     
  33     254528   2      IL     9.188    -14.252   -15.942   -16.868   99.0     99.0     7.27     9.374   13.996   0.0     99.0     
  33     254532   2      IL     9.433    -14.627   -16.37    -17.339   99.0     7.977    8.283    9.288   9.911    0.462   99.0     
  33     254549   2      IL     10.566   -17.046   -18.933   -19.981   99.0     99.0     10.572   9.124   13.996   0.935   99.0     
  33     254551   2      IL     9.119    -14.311   -15.995   -16.911   99.0     9.069    7.468    7.393   9.943    0.0     99.0     
  33     254556   2      IL     9.916    -16.191   -17.765   -18.673   99.0     8.311    99.0     8.679   9.894    0.639   99.0     
  33     254570   2      IL     9.608    -17.548   -18.469   -18.989   -0.539   9.499    9.56     4.875   9.918    0.151   -10.147  
  33     254645   2      IL     9.164    -14.09    -15.814   -16.76    99.0     7.899    4.231    9.574   9.926    0.0     99.0     
  33     254653   2      IL     10.493   -17.11    -18.918   -19.948   99.0     9.503    10.61    7.367   10.194   0.992   99.0     
  33     254654   2      IL     9.247    -14.839   -16.484   -17.375   99.0     99.0     99.0     6.326   13.996   0.961   99.0     
  33     254657   2      IL     9.29     -16.448   -17.422   -17.985   99.0     9.074    9.378    6.087   9.948    0.0     99.0     
  33     254659   2      IL     10.298   -16.661   -18.502   -19.533   99.0     9.104    10.632   6.745   9.999    0.926   99.0     
  33     254663   2      IL     9.588    -15.426   -17.139   -18.072   99.0     8.323    99.0     6.386   10.038   0.71    99.0     
  33     254668   2      IL     9.068    -14.403   -15.954   -16.81    99.0     8.827    8.137    8.192   9.771    0.0     99.0     
  33     254698   2      IL     9.672    -15.378   -17.143   -18.11    99.0     99.0     5.78     7.64    13.996   0.005   99.0     
  33     254708   2      IL     10.324   -16.197   -18.156   -19.251   99.0     9.226    7.797    8.342   10.344   0.391   99.0     
  33     254709   2      IL     9.596    -15.287   -16.946   -17.866   99.0     9.17     8.135    9.66    9.657    0.909   99.0     
  33     254720   2      IL     9.278    -14.777   -16.395   -17.278   99.0     7.107    8.764    8.249   9.635    0.164   99.0     
  33     254732   2      IN     9.075    -16.154   -17.048   -17.551   99.0     8.579    9.436    7.181   9.891    0.0     99.0     
  33     254741   2      IN     9.515    -16.015   -17.169   -17.908   99.0     8.513    9.899    8.37    9.952    0.0     99.0     
  33     254751   2      IN     9.513    -14.891   -16.525   -17.453   99.0     8.216    7.854    0.894   9.857    0.977   99.0     
  33     254767   2      IN     9.75     -15.382   -17.219   -18.227   99.0     8.399    4.191    7.694   10.177   0.013   99.0     
  33     254779   2      IN     9.229    -14.262   -16.006   -16.957   99.0     99.0     99.0     9.093   13.996   0.0     99.0     
  33     254794   2      IL     9.271    -15.709   -17.108   -17.882   99.0     9.252    8.086    3.969   9.796    0.0     99.0     
  33     254807   2      IL     9.109    -14.246   -15.924   -16.838   99.0     8.893    5.446    7.492   9.928    0.0     99.0     
  33     254823   2      IL     10.044   -15.78    -17.691   -18.747   99.0     99.0     99.0     8.384   13.996   0.0     99.0     
  33     254837   2      IL     9.255    -14.268   -15.95    -16.898   99.0     8.12     8.033    0.097   9.849    0.0     99.0     
  33     254847   2      IL     9.011    -14.053   -15.65    -16.523   99.0     7.963    7.347    0.054   9.581    0.0     99.0     
  33     254866   2      IL     9.137    -13.829   -15.617   -16.594   99.0     7.722    4.343    9.462   10.128   0.0     99.0     
  33     254873   2      IL     9.793    -15.306   -17.068   -18.054   99.0     8.127    7.234    1.165   10.054   0.081   99.0     
