cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  1      10.3038      -9.1501     0.053   -20.38    2.487   19.15    1.437   3.411   10.555   -1.261   -11.863   1.943   -1      0.056   698.823   5.58E14    1.638   1.729   0.055   0.328   0.82    0.08   
  1      10.2986      -9.1714     0.054   -20.198   2.396   19.277   1.4     3.24    10.558   -0.798   -11.428   1.869   2       0.056   698.823   5.58E14    1.638   1.729   0.071   0.316   0.42    0.0    
  1      10.3271      -9.0774     0.06    -18.907   2.299   20.857   1.58    2.542   9.977    -1.3     -11.332   1.846   -1      0.056   698.823   5.58E14    1.638   1.729   0.431   0.44    0.43    0.48   
  1      10.2422      -8.9465     0.054   -19.214   2.255   20.501   1.566   2.814   10.109   -0.92    -11.093   1.719   -1      0.056   698.823   5.58E14    1.638   1.729   0.277   0.636   0.63    0.3    
  1      10.6009      -9.2713     0.061   -20.359   2.068   20.21    2.297   2.158   10.33    -0.071   -10.451   1.455   5       0.056   698.823   5.58E14    1.638   1.729   0.058   0.248   0.39    0.57   
  1      10.5782      -9.2579     0.056   -20.813   2.497   19.269   1.854   3.427   10.869   -0.167   -11.085   1.868   2       0.056   698.823   5.58E14    1.638   1.729   0.031   0.199   0.86    0.12   
  1      10.58        -9.3877     0.058   -20.135   2.453   21.419   3.622   2.377   10.497   -1.191   -11.736   1.803   -1      0.056   698.823   5.58E14    1.638   1.729   0.079   0.243   0.8     0.06   
  1      10.5307      -9.2385     0.056   -19.337   2.36    20.434   1.609   2.586   10.142   -1.448   -11.637   1.803   2       0.056   698.823   5.58E14    1.638   1.729   0.236   0.151   0.44    0.47   
  1      10.572       -9.48       0.053   -19.865   1.965   19.955   1.65    2.394   9.972    -0.556   -10.573   1.461   5       0.056   698.823   5.58E14    1.638   1.729   0.113   0.318   0.54    0.47   
  1      10.5377      -9.4337     0.059   -19.337   2.299   20.04    1.333   2.879   10.119   -1.159   -11.328   1.848   -1      0.056   698.823   5.58E14    1.638   1.729   0.238   0.255   0.72    0.21   
  1      10.6142      -9.4246     0.057   -19.516   2.505   19.51    1.133   2.754   10.274   -1.501   -11.832   1.988   -1      0.056   698.823   5.58E14    1.638   1.729   0.185   0.319   0.36    0.56   
  1      10.521       -9.5344     0.053   -21.18    1.964   21.156   5.265   1.925   10.722   0.142    -10.628   1.56    2       0.056   698.823   5.58E14    1.638   1.729   0.018   0.365   0.0     1.0    
  1      10.5461      -9.5084     0.055   -19.907   2.365   19.626   1.443   2.509   10.411   -1.103   -11.583   1.894   -1      0.056   698.823   5.58E14    1.638   1.729   0.107   0.35    0.57    0.4    
  1      10.5429      -8.931      0.059   -20.133   2.199   20.443   2.315   2.452   10.379   -0.709   -11.147   1.661   5       0.056   698.823   5.58E14    1.638   1.729   0.079   0.637   0.46    0.52   
  1      10.5244      -9.0446     0.055   -20.866   2.563   19.174   1.818   3.314   10.787   -1.083   -11.915   1.996   -1      0.056   698.823   5.58E14    1.638   1.729   0.028   0.42    0.76    0.14   
  1      10.3912      -8.9323     0.056   -20.302   2.541   20.68    2.794   2.526   10.614   -1.101   -11.781   1.838   -1      0.056   698.823   5.58E14    1.638   1.729   0.062   0.601   0.3     0.62   
  1      10.4693      -8.8121     0.053   -19.154   2.21    20.533   1.554   2.527   10.023   -0.735   -10.808   1.539   2       0.056   698.823   5.58E14    1.638   1.729   0.3     0.74    0.03    0.95   
  1      10.5104      -9.1446     0.056   -19.345   2.455   19.882   1.25    2.809   10.169   -1.477   -11.673   1.834   -1      0.056   698.823   5.58E14    1.638   1.729   0.233   0.265   0.3     0.54   
  1      10.4899      -8.8656     0.058   -19.162   2.13    21.432   2.336   2.451   9.66     -0.633   -10.347   1.338   1       0.056   698.823   5.58E14    1.638   1.729   0.301   0.722   0.27    0.67   
  1      10.4853      -8.697      0.057   -19.027   2.274   21.641   2.425   2.393   9.918    -1.002   -10.984   1.634   -1      0.056   698.823   5.58E14    1.638   1.729   0.362   0.979   0.2     0.66   
  1      10.3955      -9.0131     0.059   -20.092   2.394   20.732   2.584   2.932   10.41    -1.05    -11.51    1.819   -1      0.056   698.823   5.58E14    1.638   1.729   0.084   0.492   0.75    0.17   
  1      10.4009      -8.993      0.06    -20.644   2.345   21.057   3.862   2.981   10.521   -0.827   -11.421   1.747   2       0.056   698.823   5.58E14    1.638   1.729   0.039   0.533   0.1     0.83   
  1      10.3843      -8.7442     0.057   -19.686   2.712   19.975   1.524   2.553   10.298   -0.945   -11.293   1.763   2       0.056   698.823   5.58E14    1.638   1.729   0.146   0.914   0.24    0.74   
  1      10.6633      -9.3353     0.054   -19.153   2.282   20.315   1.402   2.682   10.034   -1.428   -11.53    1.846   -1      0.056   698.823   5.58E14    1.638   1.729   0.302   0.314   0.13    0.87   
  1      10.6677      -9.3992     0.055   -18.982   2.415   21.04    1.803   2.704   9.966    -1.174   -11.194   1.599   -1      0.056   698.823   5.58E14    1.638   1.729   0.383   0.358   0.5     0.38   
  1      10.7447      -9.4863     0.06    -19.124   2.074   20.549   1.523   2.53    10.055   -1.184   -11.298   1.968   -1      0.056   698.823   5.58E14    1.638   1.729   0.319   0.573   0.52    0.38   
  1      10.6357      -9.4542     0.057   -18.77    2.208   20.357   1.187   2.493   9.835    -1.333   -11.219   1.775   -1      0.056   698.823   5.58E14    1.638   1.729   0.516   0.379   0.58    0.33   
  1      10.6862      -9.5545     0.054   -21.201   2.599   18.532   1.58    3.336   10.982   -0.971   -11.997   2.017   -1      0.056   698.823   5.58E14    1.638   1.729   0.018   0.526   0.8     0.03   
  1      10.6648      -9.5149     0.057   -20.551   2.48    19.28    1.641   2.98    10.756   -0.407   -11.21    1.834   2       0.056   698.823   5.58E14    1.638   1.729   0.044   0.483   0.97    0.03   
  1      10.7015      -9.5779     0.06    -19.531   1.698   21.748   3.193   2.06    9.97     -0.052   -10.079   1.367   2       0.056   698.823   5.58E14    1.638   1.729   0.183   0.621   0.09    0.83   
  1      10.6449      -9.6551     0.055   -21.739   2.552   19.834   3.692   3.034   11.166   -0.668   -11.908   1.846   5       0.056   698.823   5.58E14    1.638   1.729   0.009   0.62    0.56    0.44   
  1      10.6761      -8.9245     0.057   -20.808   2.451   19.407   1.965   3.047   10.711   -0.983   -11.756   1.852   -1      0.056   698.823   5.58E14    1.638   1.729   0.031   0.701   0.82    0.16   
  1      10.6155      -8.7641     0.056   -21.531   2.66    18.973   2.253   3.221   11.199   -0.743   -11.979   2.014   3       0.056   698.823   5.58E14    1.638   1.729   0.011   0.89    0.96    0.0    
  1      10.7933      -9.0569     0.058   -21.049   2.4     19.757   2.574   3.232   10.743   -0.923   -11.715   1.888   -1      0.056   698.823   5.58E14    1.638   1.729   0.022   0.676   0.64    0.32   
  1      10.6406      -8.8815     0.059   -20.708   2.306   20.515   3.111   2.624   10.791   0.1      -10.732   1.609   1       0.056   698.823   5.58E14    1.638   1.729   0.036   0.768   0.15    0.85   
  1      10.6413      -9.1462     0.056   -20.043   2.132   20.542   2.339   2.209   10.342   0.073    -10.318   1.442   2       0.056   698.823   5.58E14    1.638   1.729   0.089   0.378   0.33    0.67   
  1      10.8069      -9.4492     0.056   -18.919   2.289   20.538   1.389   2.657   9.902    -1.18    -11.133   1.653   -1      0.056   698.823   5.58E14    1.638   1.729   0.419   0.602   0.08    0.88   
  1      10.7954      -9.6817     0.055   -21.436   2.273   19.942   3.381   2.602   10.908   -0.318   -11.295   1.692   5       0.056   698.823   5.58E14    1.638   1.729   0.013   0.792   0.49    0.51   
  1      11.0095      -9.7263     0.056   -19.661   2.493   20.26    1.716   2.993   10.254   -1.237   -11.538   1.826   -1      0.056   698.823   5.58E14    1.638   1.729   0.151   1.106   0.69    0.07   
  1      10.7984      -9.6378     0.054   -21.363   1.999   20.387   4.027   2.224   10.886   0.697    -10.251   1.382   3       0.056   698.823   5.58E14    1.638   1.729   0.014   0.735   0.17    0.74   
  1      10.7569      -10.0287    0.058   -19.316   2.264   19.861   1.214   2.72    10.103   -1.129   -11.266   1.868   -1      0.056   698.823   5.58E14    1.638   1.729   0.244   1.286   0.28    0.66   
  1      10.675       -9.8004     0.058   -18.864   2.134   21.076   1.724   2.341   9.936    -0.951   -10.952   1.705   -1      0.056   698.823   5.58E14    1.638   1.729   0.455   0.899   0.37    0.22   
  1      10.5487      -9.9705     0.054   -18.745   1.747   20.854   1.479   3.029   9.665    -0.33    -10.036   1.243   1       0.056   698.823   5.58E14    1.638   1.729   0.53    1.041   0.59    0.26   
  1      10.5496      -9.8819     0.054   -20.308   2.276   20.989   3.235   2.463   10.493   -0.912   -11.44    1.694   -1      0.056   698.823   5.58E14    1.638   1.729   0.061   0.912   0.28    0.72   
  1      10.7161      -9.8078     0.055   -20.604   2.679   18.578   1.225   3.011   10.757   -1.367   -12.165   2.004   3       0.056   698.823   5.58E14    1.638   1.729   0.041   0.897   0.7     0.26   
  1      10.6773      -9.8483     0.055   -19.058   2.234   20.624   1.538   2.443   9.885    -1.373   -11.302   1.817   -1      0.056   698.823   5.58E14    1.638   1.729   0.345   0.928   0.42    0.56   
  1      10.3954      -9.868      0.055   -19.119   2.202   20.248   1.33    2.731   10.05    -0.797   -10.894   1.572   2       0.056   698.823   5.58E14    1.638   1.729   0.317   0.889   0.52    0.42   
  1      10.3246      -9.9687     0.054   -18.964   2.332   20.284   1.261   2.685   10.008   -0.051   -10.137   1.761   -1      0.056   698.823   5.58E14    1.638   1.729   0.392   1.042   0.2     0.71   
  1      10.4181      -9.1717     0.055   -19.837   2.462   20.486   2.074   2.608   10.415   -1.34    -11.794   1.871   -1      0.056   698.823   5.58E14    1.638   1.729   0.118   0.212   0.48    0.44   
  1      10.4822      -9.043      0.058   -19.945   2.489   20.016   1.742   2.959   10.419   -0.984   -11.465   1.695   -1      0.056   698.823   5.58E14    1.638   1.729   0.102   0.429   0.55    0.3    
  1      10.5903      -9.1167     0.052   -20.215   2.261   19.278   1.424   2.937   10.447   -0.838   -11.338   1.763   2       0.056   698.823   5.58E14    1.638   1.729   0.069   0.339   0.49    0.51   
  1      10.4288      -9.1042     0.053   -19.104   2.395   20.268   1.34    2.827   10.034   -1.246   -11.334   1.688   -1      0.056   698.823   5.58E14    1.638   1.729   0.322   0.305   0.23    0.66   
  1      10.6254      -9.0088     0.058   -19.214   2.255   19.933   1.2     2.716   10.015   -1.123   -11.201   1.728   -1      0.056   698.823   5.58E14    1.638   1.729   0.281   0.555   0.58    0.35   
  1      10.5734      -9.0272     0.053   -18.891   2.264   20.234   1.2     2.633   9.968    -1.131   -11.154   1.573   2       0.056   698.823   5.58E14    1.638   1.729   0.432   0.449   0.49    0.36   
  1      10.3961      -9.0933     0.059   -18.858   2.152   20.497   1.311   2.518   9.964    -1.174   -11.193   1.838   -1      0.056   698.823   5.58E14    1.638   1.729   0.46    0.368   0.62    0.31   
  1      10.3009      -9.1695     0.056   -21.217   2.571   18.656   1.677   3.205   10.992   -0.996   -12.042   1.989   -1      0.056   698.823   5.58E14    1.638   1.729   0.018   0.327   0.47    0.0    
  1      10.3892      -9.1565     0.06    -20.998   2.477   19.254   1.981   3.245   10.858   -0.838   -11.761   1.925   -1      0.056   698.823   5.58E14    1.638   1.729   0.024   0.276   1.0     0.0    
  1      10.4         -9.1873     0.056   -19.943   2.474   19.795   1.581   2.825   10.428   -1.263   -11.755   1.885   -1      0.056   698.823   5.58E14    1.638   1.729   0.102   0.203   0.72    0.23   
  1      10.4468      -9.1371     0.055   -19.893   2.63    19.183   1.165   2.912   10.518   -1.222   -11.807   1.86    -1      0.056   698.823   5.58E14    1.638   1.729   0.109   0.262   0.6     0.33   
  1      10.4124      -9.4633     0.057   -18.974   2.317   21.006   1.764   2.571   10.012   -1.301   -11.381   1.714   -1      0.056   698.823   5.58E14    1.638   1.729   0.389   0.274   0.64    0.24   
  1      10.4009      -9.3251     0.055   -20.115   2.714   18.944   1.161   2.725   10.615   -0.893   -11.561   1.93    2       0.056   698.823   5.58E14    1.638   1.729   0.08    0.098   0.82    0.07   
  1      10.3886      -9.249      0.059   -20.684   2.61    19.095   1.605   2.924   10.759   -1.301   -12.097   1.968   -1      0.056   698.823   5.58E14    1.638   1.729   0.037   0.143   0.57    0.43   
  1      10.4049      -9.221      0.059   -20.117   2.33    20.057   1.924   3.174   10.423   -0.978   -11.428   1.85    -1      0.056   698.823   5.58E14    1.638   1.729   0.081   0.162   0.68    0.25   
  1      10.3267      -9.4866     0.058   -19.885   2.346   20.125   1.779   2.948   10.375   -0.918   -11.347   1.792   -1      0.056   698.823   5.58E14    1.638   1.729   0.111   0.373   0.89    0.1    
  1      10.3315      -9.4191     0.055   -20.125   2.509   19.37    1.413   3.032   10.484   -1.358   -11.891   1.873   -1      0.056   698.823   5.58E14    1.638   1.729   0.079   0.267   0.75    0.14   
  1      10.3802      -9.6975     0.056   -20.703   2.467   20.268   2.785   2.499   10.704   -0.907   -11.681   1.85    -1      0.056   698.823   5.58E14    1.638   1.729   0.036   0.641   0.78    0.22   
  1      10.195       -9.5504     0.057   -19.48    2.475   20.949   2.157   2.935   10.254   -1.23    -11.541   1.779   -1      0.056   698.823   5.58E14    1.638   1.729   0.194   0.588   0.61    0.39   
  1      10.1759      -9.4781     0.054   -20.434   2.386   19.417   1.664   2.95    10.645   -0.84    -11.532   1.803   -1      0.056   698.823   5.58E14    1.638   1.729   0.052   0.506   0.84    0.15   
  1      10.4143      -9.4146     0.06    -20.376   2.442   20.615   2.796   2.802   10.604   -1.084   -11.738   1.928   -1      0.056   698.823   5.58E14    1.638   1.729   0.057   0.204   0.39    0.57   
  1      10.9743      -8.9626     0.055   -18.659   2.107   21.253   1.705   2.641   9.824    -0.906   -10.794   1.715   -1      0.056   698.823   5.58E14    1.638   1.729   0.599   0.959   0.23    0.65   
  1      11.0767      -9.0486     0.057   -20.041   2.391   19.727   1.588   2.92    10.583   -0.11    -10.733   1.509   3       0.056   698.823   5.58E14    1.638   1.729   0.089   1.081   0.11    0.86   
  1      10.9286      -9.1254     0.055   -20.208   2.325   19.211   1.362   3.098   10.418   -1.05    -11.529   1.742   -1      0.056   698.823   5.58E14    1.638   1.729   0.07    0.774   0.32    0.68   
  1      11.2141      -9.0614     0.055   -19.201   2.355   19.96    1.207   2.886   10.023   -1.291   -11.385   1.763   -1      0.056   698.823   5.58E14    1.638   1.729   0.283   1.226   0.72    0.19   
  1      10.4663      -9.5329     0.056   -19.778   2.51    19.293   1.164   2.719   10.394   -1.256   -11.695   1.916   -1      0.056   698.823   5.58E14    1.638   1.729   0.128   0.368   0.73    0.12   
  1      10.5318      -9.4765     0.057   -19.624   2.548   19.639   1.269   2.6     10.194   -1.576   -11.82    1.755   5       0.056   698.823   5.58E14    1.638   1.729   0.159   0.307   0.49    0.45   
  1      10.4773      -9.4328     0.057   -18.75    2.512   20.378   1.193   2.881   9.924    -0.94    -10.898   1.459   -1      0.056   698.823   5.58E14    1.638   1.729   0.531   0.217   0.23    0.05   
  1      10.4315      -9.4251     0.056   -19.112   2.582   19.914   1.14    2.638   10.091   -1.53    -11.671   1.731   -1      0.056   698.823   5.58E14    1.638   1.729   0.321   0.204   0.72    0.09   
  1      10.4603      -9.3031     0.055   -23.128   2.727   20.477   9.404   2.363   11.766   -0.71    -12.509   1.842   4       0.056   698.823   5.58E14    1.638   1.729   0.001   0.0     1.0     0.0    
  1      10.4394      -9.6759     0.057   -19.505   1.594   21.036   2.285   1.982   9.902    0.0      -9.955    1.232   2       0.056   698.823   5.58E14    1.638   1.729   0.188   0.607   0.53    0.29   
