 cls ig      ra           dec       ty 
 46   4      64.07708     -63.32555  2
 46   5      63.53375     -63.33694  3
 46   6      63.41417     -63.28695  3
 46   7      63.10292     -63.31222  3
 46   8      63.87625     -63.19972  3
 46   9      62.32167     -63.22861  2
 46  10      61.67375     -63.21611  3
 46  11      61.41208     -63.21611  2
 46  12      61.34458     -63.22944  3
 46  13      62.38250     -63.16417  3
 46  14      62.38250     -63.14972  3
 46  15      62.35833     -63.15417  3
 46  16      63.25750     -63.01889  3
 46  17      62.30416     -63.01778  2
 46  18      61.66917     -63.03083  2
 46  19      62.35625     -62.95417  2
 46  20      62.05500     -63.00139  2
 46  21      61.98625     -62.98222  3
 46  22      63.44042     -62.93778  3
 46  23      62.03125     -62.92639  3
 46  24      61.32708     -62.88667  1
 46  25      62.81042     -62.89305  3
 46  26      61.58458     -62.86806  3
 46  27      62.15417     -62.88917  3
 46  28      62.45167     -62.89528  2
 46  29      63.49500     -62.83111  3
 46  30      62.75750     -62.82833  3
 46  31      62.77083     -62.84139  3
 46  32      62.64667     -62.84083  1
 46  33      62.58833     -62.84389  2
 46  34      62.50167     -62.85305  3
 46  35      61.59375     -62.77111  3
 46  36      63.66250     -62.78639  2
 46  37      63.63750     -62.78833  2
 46  38      61.76458     -62.74361  2
 46  39      63.70208     -62.68667  3
 46  40      63.17500     -62.66945  3
 46  41      61.63750     -62.68083  2
 46  42      61.13750     -62.64305  3
 46  43      63.98792     -62.59667  3
 46  44      61.90667     -62.59694  3
 46  45      63.85417     -62.56667  3
 46  46      63.64667     -62.53028  2
 46  47      62.62875     -62.49000  3
 46  48      63.75458     -62.36694  3
 46  49      62.36750     -62.37444  3
 46  50      62.20208     -62.40222  3
 46  51      62.05416     -62.35556  3
 46  52      61.80458     -62.36694  3
 46  53      61.52333     -62.38639  3
 46  54      64.08667     -62.32028  2
 46  55      61.47458     -62.24333  2
 46  56      62.53208     -62.19972  3
 46  57      62.56375     -62.17722  2
 46  58      61.70958     -62.18222  3
 46  59      61.35542     -62.18778  2
 46  60      63.08833     -62.13556  3
 46  61      63.04250     -62.15445  3
 46  62      60.99875     -62.15083  3
 46  63      62.84208     -62.08694  3
 46  64      62.60042     -62.09806  3
 46  65      62.03583     -62.07195  3
 46  66      61.54583     -62.08417  2
 46  67      61.88917     -62.09778  3
 47   1      67.57125     -54.52278  3
 47   2      66.42750     -54.51417  3
 47   3      67.63125     -54.39889  1
 47   4      68.02375     -54.33833  3
 47   5      67.18083     -54.35917  1
 47   6      68.21584     -54.27167  2
 47   7      66.60083     -54.30750  2
 47   8      67.32667     -54.22389  2
 47   9      66.91000     -54.25167  2
 47  10      66.36417     -54.21944  3
 47  11      65.85042     -54.20972  1
 47  12      67.33000     -54.17389  4
 47  13      67.22791     -54.14861  2
 47  14      67.05500     -54.17972  2
 47  15      67.60542     -54.13694  3
 47  16      67.40041     -54.08750  3
 47  17      67.22500     -54.12722  3
 47  18      67.14709     -54.14361  1
 47  19      66.99333     -54.13111  3
 47  20      67.94958     -54.05861  2
 47  21      66.89958     -54.06750  2
 47  22      68.04708     -54.01222  2
 47  23      67.53625     -53.96750  2
 47  24      67.19708     -54.00639  1
 47  25      67.14042     -53.99333  2
 47  26      67.12833     -53.98806  3
 47  27      67.08750     -53.97417  2
 47  28      67.04583     -53.96889  2
 47  29      67.03167     -54.01278  2
 47  30      67.01000     -53.99000  3
 47  31      66.95458     -53.98583  1
 47  32      66.93166     -53.96500  2
 47  33      66.77209     -53.97694  2
 47  34      66.70167     -53.98111  2
 47  35      66.14500     -53.97639  2
 47  36      66.01542     -53.96695  1
 47  37      68.15166     -53.95389  2
 47  38      68.09417     -53.94528  3
 47  39      67.23250     -53.93722  3
 47  40      67.17042     -53.92278  3
 47  41      67.15041     -53.91806  3
 47  42      67.12542     -53.94333  3
 47  43      67.07667     -53.93528  2
 47  44      67.04459     -53.92445  1
 47  45      66.99917     -53.93639  1
 47  46      66.99416     -53.93528  1
 47  47      66.88042     -53.95055  2
 47  48      66.69041     -53.93361  3
 47  49      66.62750     -53.92056  3
 47  50      65.86916     -53.90750  2
 47  51      66.84583     -53.90639  1
 47  52      68.15417     -53.87639  1
 47  53      68.15292     -53.88250  3
 47  54      67.73542     -53.87361  1
 47  55      67.20250     -53.86139  4
 47  56      67.18958     -53.85583  2
 47  57      67.14875     -53.86195  3
 47  58      67.05583     -53.87472  1
 47  59      66.97583     -53.85472  3
 47  60      66.94542     -53.90194  1
 47  61      66.91292     -53.89278  2
 47  62      66.84042     -53.84722  3
 47  63      66.45417     -53.89889  1
 47  64      67.39167     -53.81111  1
 47  65      67.38875     -53.80556  1
 47  66      67.07333     -53.81250  1
 47  67      67.03875     -53.83667  2
 47  68      66.97334     -53.79889  1
 47  69      66.92958     -53.79667  2
 47  70      66.85625     -53.82056  3
 47  71      66.82083     -53.83111  3
 47  72      66.43625     -53.83944  3
 47  73      67.74458     -53.74833  2
 47  74      67.63917     -53.74889  2
 47  75      67.59750     -53.75306  1
 47  76      67.52875     -53.78222  1
 47  77      67.37833     -53.72222  1
 47  78      67.34917     -53.77611  3
 47  79      67.00375     -53.75806  1
 47  80      66.99333     -53.72778  1
 47  81      66.96458     -53.72222  1
 47  82      66.91833     -53.74778  2
 47  83      66.91292     -53.75417  3
 47  84      67.53167     -53.71833  2
 47  85      67.08459     -53.68306  3
 47  86      67.00750     -53.70583  2
 47  87      67.00625     -53.70917  2
 47  88      66.99958     -53.70139  1
 47  89      66.97750     -53.70139  2
 47  90      66.72791     -53.68195  2
 47  91      66.50958     -53.67889  3
 47  92      66.32792     -53.66917  2
 47  93      67.95625     -53.63250  2
 47  94      67.71167     -53.60278  1
 47  95      67.05791     -53.61167  2
 47  96      67.00833     -53.61833  3
 47  97      66.66458     -53.64889  3
 47  98      66.40833     -53.63500  1
 47  99      67.73375     -53.58500  2
 47 100      67.27959     -53.59722  3
 47 101      67.03375     -53.59972  1
 47 102      67.12542     -53.56361  1
 47 103      67.07166     -53.55389  1
 47 104      66.79459     -53.58667  2
 47 105      66.44625     -53.57611  2
 47 106      66.86125     -53.49972  1
 47 107      66.86083     -53.51861  3
 47 108      66.72958     -53.49972  2
 47 109      66.58708     -53.53222  2
 47 110      66.49167     -53.53611  1
 47 111      66.45375     -53.49083  3
 47 112      66.02583     -53.52667  3
 47 113      65.81292     -53.51611  3
 47 114      67.62458     -53.42278  1
 47 115      67.23375     -53.43195  2
 47 116      67.12583     -53.42167  3
 47 117      67.09042     -53.42778  2
 47 118      67.90916     -53.38028  1
 47 119      67.81208     -53.38750  2
 47 120      67.61500     -53.39417  3
 47 121      67.39542     -53.39944  2
 47 122      66.92834     -53.38500  3
 47 123      65.90667     -53.37583  2
 47 124      67.44791     -53.32861  1
 47 125      67.09708     -53.30778  3
 47 126      66.42167     -53.32195  2
 47 127      66.76750     -53.21778  3
 47 128      66.61875     -53.20111  3
 47 129      66.72125     -53.14250  2
 47 130      66.21792     -53.14695  2
 47 131      66.87000     -53.09861  1
 48   1      89.74250     -40.73778  3
 48   2      89.30791     -40.64917  3
 48   3      89.26167     -40.60417  3
 48   4      89.07333     -40.61917  3
 48   5      89.41792     -40.48167  3
 48   6      89.42208     -40.45444  4
 48   7      88.90708     -40.44194  2
 48   8      90.70875     -40.40833  2
 48   9      90.04916     -40.37361  3
 48  10      90.12375     -40.31028  2
 48  11      89.79041     -40.32917  2
 48  12      89.10333     -40.30028  2
 48  13      90.26625     -40.24639  3
 48  14      89.53584     -40.26445  3
 48  15      89.46833     -40.24583  1
 48  16      89.28000     -40.25528  2
 48  17      89.81500     -40.18195  2
 48  18      89.35792     -40.19611  3
 48  19      90.45792     -40.17278  3
 48  20      90.44583     -40.14472  2
 48  21      90.36667     -40.12028  1
 48  22      90.10917     -40.13750  3
 48  23      90.09541     -40.12528  1
 48  24      89.49167     -40.12500  2
 48  25      90.61208     -40.08694  3
 48  26      90.19500     -40.06250  3
 48  27      89.87791     -40.06500  1
 48  28      89.74792     -40.06972  2
 48  29      89.73625     -40.08000  2
 48  30      89.73000     -40.10250  3
 48  31      89.65875     -40.06000  3
 48  32      89.65667     -40.11139  2
 48  33      89.56458     -40.10806  3
 48  34      89.56416     -40.08445  3
 48  35      89.36042     -40.08722  2
 48  36      90.33375     -40.04417  3
 48  37      90.25459     -40.01528  2
 48  38      90.16833     -40.02278  2
 48  39      90.06208     -40.03944  2
 48  40      90.04083     -40.03583  2
 48  41      90.02959     -40.01778  2
 48  42      89.98000     -40.01472  1
 48  43      89.94875     -39.99944  3
 48  44      89.93375     -40.02694  3
 48  45      89.87417     -40.02889  3
 48  46      89.87125     -40.03528  3
 48  47      89.81750     -40.05139  2
 48  48      89.76292     -40.04472  1
 48  49      89.75667     -40.00083  3
 48  50      89.71167     -40.04167  1
 48  51      89.60042     -40.02806  1
 48  52      89.56333     -40.03000  2
 48  53      90.60500     -39.94250  3
 48  54      90.34167     -39.96639  2
 48  55      90.22208     -39.94722  2
 48  56      90.21125     -39.93917  3
 48  57      90.16292     -39.94028  1
 48  58      90.15667     -39.94111  1
 48  59      90.14375     -39.96667  2
 48  60      90.13125     -39.94722  1
 48  61      90.12542     -39.94333  1
 48  62      90.09541     -39.95528  3
 48  63      90.02000     -39.94278  3
 48  64      89.99458     -39.97111  2
 48  65      89.95167     -39.98806  1
 48  66      89.93333     -39.93694  2
 48  67      89.81208     -39.96389  3
 48  68      89.69625     -39.97055  2
 48  69      89.58417     -39.97306  3
 48  70      89.95000     -39.93389  2
 48  71      90.39333     -39.91667  2
 48  72      90.37041     -39.90972  1
 48  73      90.22417     -39.89444  2
 48  74      90.19334     -39.92389  2
 48  75      90.16250     -39.92778  1
 48  76      89.86916     -39.91639  3
 48  77      89.79041     -39.91750  3
 48  78      90.52167     -39.81861  2
 48  79      90.51208     -39.85861  3
 48  80      90.16333     -39.84972  2
 48  81      90.11166     -39.83639  2
 48  82      90.11083     -39.82695  3
 48  83      90.09875     -39.83528  3
 48  84      89.08542     -39.84111  2
 48  85      90.40667     -39.78028  3
 48  86      89.77666     -39.78028  3
 48  87      90.11875     -39.70583  3
 48  88      89.76667     -39.74861  3
 48  89      89.22000     -39.71556  3
 48  90      89.97916     -39.64333  3
 48  91      89.82542     -39.63250  1
 48  92      90.27541     -39.57889  2
 48  93      90.07584     -39.57583  3
 48  94      89.64417     -39.58111  3
 48  95      89.22542     -39.61750  2
 48  96      89.09375     -39.61889  3
 48  97      90.40208     -39.56889  2
 48  98      90.36833     -39.52555  2
 48  99      90.32083     -39.57195  1
 48 100      90.30750     -39.56278  1
 48 101      90.30417     -39.56583  2
 48 102      89.87167     -39.51361  1
 48 103      89.27666     -39.54861  2
 48 104      88.94375     -39.52333  3
 48 105      90.66625     -39.45667  3
 48 106      90.44833     -39.49972  2
 48 107      90.27333     -39.49639  3
 48 108      90.44292     -39.39639  2
 48 109      90.40833     -39.44056  2
 48 110      89.76334     -39.42778  2
 48 111      89.12209     -39.42083  3
 48 112      88.91333     -39.44417  3
 48 113      90.72166     -39.40556  2
 48 114      90.57375     -39.37806  3
 48 115      89.77042     -39.31889  3
 48 116      89.35167     -39.29028  2
 49   1      91.80583     -34.37944  2
 49   2      92.75833     -34.23583  3
 49   3      91.64792     -34.27195  3
 49   4      91.37917     -34.19695  3
 49   5      92.30750     -34.14889  3
 49   6      91.87625     -34.12417  2
 49   7      91.84917     -34.11472  4
 49   8      91.77625     -34.06333  3
 49   9      91.30083     -33.92083  3
 49  10      92.26083     -33.86917  3
 49  11      92.11500     -33.91444  3
 49  12      91.99208     -33.86278  3
 49  13      91.75625     -33.91333  2
 49  14      91.73875     -33.90722  3
 49  15      91.43625     -33.89472  2
 49  16      91.41000     -33.86555  3
 49  17      92.79083     -33.80389  3
 49  18      92.78542     -33.85000  3
 49  19      92.14375     -33.83222  2
 49  20      91.99208     -33.86222  3
 49  21      91.93333     -33.83139  2
 49  22      91.79792     -33.83361  3
 49  23      91.74750     -33.84889  2
 49  24      91.26000     -33.79556  2
 49  25      91.24375     -33.80806  1
 49  26      91.25417     -33.84222  2
 49  27      92.84583     -33.79778  3
 49  28      91.88583     -33.74889  3
 49  29      91.73458     -33.76472  3
 49  30      92.20500     -33.74139  3
 49  31      92.80666     -33.72556  2
 49  32      92.35625     -33.71222  3
 49  33      92.27583     -33.72500  2
 49  34      92.25042     -33.71833  2
 49  35      92.31458     -33.11666  3
 49  36      92.15916     -33.70278  2
 49  37      92.01458     -33.67889  2
 49  38      91.81292     -33.69972  3
 49  39      91.22375     -33.71722  3
 49  40      92.88583     -33.66583  1
 49  41      92.75667     -33.62667  3
 49  42      92.72125     -33.66472  3
 49  43      92.29083     -33.67472  3
 49  44      92.24167     -33.63611  3
 49  45      92.23042     -33.62139  3
 49  46      92.13750     -33.67861  3
 49  47      92.05000     -33.63000  3
 49  48      92.02792     -33.63805  3
 49  49      92.02417     -33.67056  3
 49  50      91.91959     -33.61778  3
 49  51      92.88208     -33.61806  3
 49  52      92.76708     -33.56583  3
 49  53      92.75542     -33.58417  3
 49  54      92.73750     -33.58805  3
 49  55      92.02125     -33.58167  1
 49  56      91.99958     -33.58583  2
 49  57      91.95667     -33.57667  3
 49  58      91.91875     -33.61750  3
 49  59      91.57458     -33.59639  2
 49  60      91.40041     -33.57250  3
 49  61      92.83208     -33.55222  2
 49  62      92.83375     -33.51167  3
 49  63      92.32958     -33.54028  3
 49  64      92.18667     -33.51528  2
 49  65      92.12375     -33.51056  2
 49  66      92.11292     -33.50222  3
 49  67      92.04000     -33.53861  1
 49  68      92.03709     -33.54139  1
 49  69      91.92208     -33.54167  3
 49  70      91.48458     -33.49528  2
 49  71      92.13541     -33.48806  3
 49  72      92.13208     -33.48111  4
 49  73      92.11667     -33.44667  2
 49  74      92.09583     -33.45083  3
 49  75      92.08833     -33.46917  1
 49  76      92.01167     -33.49278  2
 49  77      92.01167     -33.47750  3
 49  78      92.00459     -33.48667  2
 49  79      91.93000     -33.44472  3
 49  80      91.89042     -33.48695  3
 49  81      91.77541     -33.43667  1
 49  82      91.74667     -33.47306  1
 49  83      91.60833     -33.46305  3
 49  84      91.55625     -33.48695  2
 49  85      91.49667     -33.48028  3
 49  86      92.83417     -33.43694  3
 49  87      92.76958     -33.41778  3
 49  88      92.39417     -33.38583  3
 49  89      92.40875     -33.43694  3
 49  90      92.29333     -33.41500  3
 49  91      92.15417     -33.38278  3
 49  92      92.14250     -33.41583  3
 49  93      91.14958     -33.41417  4
 49  94      92.83250     -33.37389  3
 49  95      92.34250     -33.33361  3
 49  96      92.17917     -33.36333  3
 49  97      92.03750     -33.33500  2
 49  98      92.01625     -33.35361  3
 49  99      91.67542     -33.34000  2
 49 100      92.32250     -33.29417  2
 49 101      92.31792     -33.28722  3
 49 102      92.42250     -33.24111  1
 49 103      91.91750     -33.21528  3
 49 104      91.43375     -33.19584  3
 49 105      92.87375     -33.18250  2
 49 106      92.54166     -33.16639  2
 49 107      92.53125     -33.16528  2
 49 108      91.87750     -33.13945  3
 49 109      92.81625     -33.12167  1
 49 110      92.77333     -33.12639  3
 49 111      92.59834     -33.13083  1
 49 112      92.45959     -33.11111  1
 49 113      92.29958     -33.12917  3
 49 114      92.29417     -33.10806  1
 49 115      92.12750     -33.11861  2
 49 116      92.56250     -33.05806  3
 49 117      92.46291     -33.05556  3
 49 118      92.43000     -33.02000  1
 49 119      91.84959     -33.02722  3
 49 120      91.21833     -33.03250  1
 49 121      92.65708     -32.97750  3
 49 122      92.54583     -33.00444  3
 49 123      92.55542     -32.94944  2
 49 124      91.73042     -32.93917  3
 49 125      91.59875     -32.92194  3
 50   1      94.83000     -65.65556  2
 50   2      94.12708     -65.60750  2
 50   3      96.07708     -65.54945  3
 50   4      96.70875     -65.45084  3
 50   5      96.45292     -65.45805  3
 50   6      96.42583     -65.45472  3
 50   7      96.42000     -65.45361  3
 50   8      96.04792     -65.47444  3
 50   9      96.34084     -65.38084  3
 50  10      95.34375     -65.39056  3
 50  11      94.92500     -65.42834  3
 50  12      94.77666     -65.38889  1
 50  13      95.80833     -65.34528  3
 50  14      95.70125     -65.33833  3
 50  15      95.81958     -65.32917  2
 50  16      95.90708     -65.30250  3
 50  17      95.79750     -65.32056  2
 50  18      95.30334     -65.31416  2
 50  19      94.92458     -65.27695  3
 50  20      94.17792     -65.30695  1
 50  21      95.87292     -65.25139  3
 50  22      95.75667     -65.20167  2
 50  23      95.28375     -65.24167  3
 50  24      97.06792     -65.17555  1
 50  25      95.37959     -65.15361  3
 50  26      95.17500     -65.17083  2
 50  27      94.82875     -65.16222  3
 50  28      95.64875     -65.13889  3
 50  29      96.41042     -65.07195  2
 50  30      96.31500     -65.06306  3
 50  31      95.65791     -65.02417  3
 50  32      95.38375     -65.06472  3
 50  33      94.92167     -65.07166  2
 50  34      94.61875     -65.04389  3
 50  35      96.51125     -64.97111  3
 50  36      96.18208     -64.97000  2
 50  37      95.95708     -65.00861  3
 50  38      95.83417     -64.96139  3
 50  39      95.74875     -64.99167  2
 50  40      95.45375     -64.96333  2
 50  41      95.37041     -65.00806  2
 50  42      95.31709     -64.96472  1
 50  43      95.26167     -64.99139  2
 50  44      95.18125     -64.99472  2
 50  45      94.88084     -65.02000  2
 50  46      94.09000     -64.99389  1
 50  47      96.59125     -64.93528  3
 50  48      95.90459     -64.92694  1
 50  49      95.73167     -64.90444  1
 50  50      95.62041     -64.94305  2
 50  51      95.61958     -64.91722  3
 50  52      95.54333     -64.90945  1
 50  53      95.47250     -64.93500  1
 50  54      95.42542     -64.92223  2
 50  55      95.30250     -64.93166  2
 50  56      95.26542     -64.91972  2
 50  57      94.97750     -64.94473  3
 50  58      94.58334     -64.91111  2
 50  59      94.54208     -64.91666  2
 50  60      95.51500     -64.20889  1
 50  61      95.44458     -64.87000  2
 50  62      95.30542     -64.89417  3
 50  63      94.94041     -64.84194  3
 50  64      94.51542     -64.87805  3
 50  65      93.98250     -64.87028  3
 50  66      96.59250     -64.81750  3
 50  67      95.73083     -64.82889  3
 50  68      95.42875     -64.79166  2
 50  69      96.93500     -64.70834  3
 50  70      96.31583     -64.71111  1
 50  71      96.27375     -64.77167  3
 50  72      95.45541     -64.76917  3
 50  73      95.37833     -64.76694  3
 50  74      95.36417     -64.76028  2
 50  75      95.28333     -64.73306  1
 50  76      95.28416     -64.75417  3
 50  77      95.15125     -64.72250  2
 50  78      95.50500     -64.70167  3
 50  79      95.40041     -64.69611  3
 50  80      95.21792     -64.69806  3
 50  81      96.24875     -64.57166  3
 50  82      95.84084     -64.55000  1
 50  83      95.80292     -64.54417  1
 50  84      95.65708     -64.54694  3
 50  85      95.56958     -64.54417  3
 50  86      96.05417     -64.48750  3
 50  87      94.75625     -64.49834  3
 50  88      94.32750     -64.50833  3
 50  89      95.25333     -64.43472  3
 50  90      95.15750     -64.46111  2
 50  91      96.18250     -64.39861  1
 50  92      95.42875     -64.35861  2
 50  93      95.09167     -64.39222  3
 50  94      94.85833     -64.40000  3
 50  95      96.02541     -64.30361  3
 50  96      96.02084     -64.29444  3
 50  97      95.66625     -64.32917  3
 50  98      95.37542     -64.25472  3
 51   1     280.16833     -63.80472  1
 51   2     280.05460     -63.74250  3
 51   3     281.38791     -63.68278  3
 51   4     280.81668     -63.65750  2
 51   5     280.61960     -63.70361  3
 51   6     279.69083     -63.66583  3
 51   7     281.72916     -63.56445  2
 51   8     280.59418     -63.54445  3
 51   9     280.06750     -63.56805  2
 51  10     280.85999     -63.43833  3
 51  11     280.86584     -63.41333  1
 51  12     280.73834     -63.46000  2
 51  13     280.64334     -63.41361  1
 51  14     280.54126     -63.41417  2
 51  15     280.35251     -63.43222  3
 51  16     280.77249     -63.40194  3
 51  17     280.66333     -63.36444  2
 51  18     280.66165     -63.38639  1
 51  19     280.64417     -63.38445  1
 51  20     280.53207     -63.36806  1
 51  21     280.42041     -63.37833  3
 51  22     279.92709     -63.36917  3
 51  23     279.86499     -63.35778  1
 51  24     280.91916     -63.30389  3
 51  25     280.71875     -63.34667  3
 51  26     280.72333     -63.32444  2
 51  27     280.65793     -63.31639  2
 51  28     280.63208     -63.33889  2
 51  29     280.27957     -63.28750  1
 51  30     280.23999     -63.32778  2
 51  31     281.16251     -63.25278  3
 51  32     281.02792     -63.23333  2
 51  33     280.91376     -63.27306  3
 51  34     280.85416     -63.26472  2
 51  35     280.82626     -63.24417  3
 51  36     280.80585     -63.23861  2
 51  37     280.72583     -63.27583  1
 51  38     280.52124     -63.25639  3
 51  39     280.75418     -63.21083  3
 51  40     280.65167     -63.20694  3
 51  41     280.01749     -63.21556  2
 51  42     281.53125     -63.13306  3
 51  43     281.25665     -63.11500  2
 51  44     280.85291     -63.15972  2
 51  45     280.81583     -63.13805  3
 51  46     280.80417     -63.14417  3
 51  47     280.24667     -63.13889  3
 51  48     280.86209     -63.11555  2
 51  49     281.45416     -63.07084  3
 51  50     280.27084     -63.05000  3
 51  51     281.15375     -63.01250  2
 51  52     280.53082     -62.98555  3
 51  53     280.26791     -63.01000  3
 51  54     279.58624     -63.02056  3
 51  55     280.54584     -62.90611  1
 52   1     312.62457     -53.41333  1
 52   2     312.54584     -53.38528  2
 52   3     312.45166     -53.42611  3
 52   4     312.38416     -53.38028  3
 52   5     311.69583     -53.41694  3
 52   6     311.38583     -53.41167  2
 52   7     311.09750     -53.42278  1
 52   8     311.10040     -53.40500  1
 52   9     310.77084     -53.36583  3
 52  10     310.77707     -53.39083  1
 52  11     313.08624     -53.32806  2
 52  12     312.76999     -53.36222  3
 52  13     312.11124     -53.33250  2
 52  14     311.76501     -53.34417  3
 52  15     311.68832     -53.36611  3
 52  16     311.01874     -53.33972  3
 52  17     312.27832     -53.26583  3
 52  18     312.13333     -53.27861  3
 52  19     312.12207     -53.28417  2
 52  20     312.02460     -53.31306  3
 52  21     311.83249     -53.31139  3
 52  22     311.48209     -53.26889  2
 52  23     311.17459     -53.26222  3
 52  24     312.13416     -53.23583  3
 52  25     311.86917     -53.23056  3
 52  26     311.55542     -53.23583  2
 52  27     311.36710     -53.23639  2
 52  28     311.30292     -53.22500  2
 52  29     311.09708     -53.20833  2
 52  30     312.97458     -53.16583  2
 52  31     312.53207     -53.17500  3
 52  32     312.36499     -53.14472  3
 52  33     312.09042     -53.13945  2
 52  34     311.90500     -53.18444  3
 52  35     311.84875     -53.19028  2
 52  36     311.78500     -53.14194  3
 52  37     311.70874     -53.15139  2
 52  38     311.60666     -53.19417  2
 52  39     311.58875     -53.18555  2
 52  40     311.50333     -53.14000  2
 52  41     311.47876     -53.15889  1
 52  42     311.32999     -53.15278  1
 52  43     311.08417     -53.15306  3
 52  44     312.38165     -53.10305  2
 52  45     312.12918     -53.12361  2
 52  46     311.96793     -53.13694  1
 52  47     311.93292     -53.10139  2
 52  48     311.91333     -53.11055  3
 52  49     311.80750     -53.09722  2
 52  50     311.78915     -53.12167  3
 52  51     311.70959     -53.08694  2
 52  52     311.54541     -53.10667  3
 52  53     310.91083     -53.09250  2
 52  54     311.38000     -53.07389  1
 52  55     312.94168     -53.03389  2
 52  56     312.91000     -53.06889  1
 52  57     312.89166     -53.05278  1
 52  58     312.66000     -53.02195  2
 52  59     312.32999     -53.03556  2
 52  60     312.25250     -53.04333  3
 52  61     312.23041     -53.03389  2
 52  62     312.21249     -53.03167  2
 52  63     312.14749     -53.04889  3
 52  64     312.12042     -53.05250  2
 52  65     312.05585     -53.01833  2
 52  66     312.02209     -53.04361  1
 52  67     311.98126     -53.04945  1
 52  68     311.91415     -53.05972  2
 52  69     311.85666     -53.06083  2
 52  70     311.79709     -53.05722  1
 52  71     311.79291     -53.05917  2
 52  72     311.58084     -53.07333  3
 52  73     311.53958     -53.05917  3
 52  74     311.34793     -53.01167  3
 52  75     312.98126     -53.01611  1
 52  76     312.51334     -52.97833  3
 52  77     312.31583     -52.97944  2
 52  78     312.12668     -52.98361  1
 52  79     312.11835     -52.97139  2
 52  80     312.07666     -52.98917  1
 52  81     312.05042     -52.98195  2
 52  82     312.04001     -53.00278  3
 52  83     311.99918     -53.01250  3
 52  84     312.02707     -52.97111  1
 52  85     312.01083     -52.95806  3
 52  86     312.01166     -52.96806  2
 52  87     311.94125     -52.96305  3
 52  88     311.90958     -53.01000  3
 52  89     311.86624     -52.97417  1
 52  90     311.59793     -52.98111  1
 52  91     311.72293     -52.95889  2
 52  92     312.51208     -52.90611  3
 52  93     312.48001     -52.92056  2
 52  94     312.44540     -52.94806  1
 52  95     312.40292     -52.95250  3
 52  96     312.11874     -52.94861  1
 52  97     312.09875     -52.92305  1
 52  98     312.08875     -52.94222  1
 52  99     312.07458     -52.94056  1
 52 100     312.04501     -52.93250  2
 52 101     312.03625     -52.94083  2
 52 102     311.99707     -52.90639  3
 52 103     311.95166     -52.92222  2
 52 104     311.86749     -52.91250  2
 52 105     311.86499     -52.89889  3
 52 106     311.85583     -52.93694  3
 52 107     311.79916     -52.91694  2
 52 108     311.70374     -52.93500  3
 52 109     311.68500     -52.93083  2
 52 110     311.61374     -52.91972  1
 52 111     311.35541     -52.93778  3
 52 112     310.89624     -52.93611  2
 52 113     312.27249     -52.87305  3
 52 114     312.18417     -52.87083  2
 52 115     311.92792     -52.84139  1
 52 116     311.91751     -52.86444  1
 52 117     311.90582     -52.87806  1
 52 118     311.85126     -52.85333  3
 52 119     311.57709     -52.84972  3
 52 120     310.84625     -52.82444  3
 52 121     312.81168     -52.82195  3
 52 122     312.10501     -52.82861  2
 52 123     312.09082     -52.79500  2
 52 124     312.07626     -52.81667  2
 52 125     312.00833     -52.78750  3
 52 126     312.01999     -52.82000  2
 52 127     311.98459     -52.81111  2
 52 128     311.96500     -52.81667  2
 52 129     311.91916     -52.82250  2
 52 130     311.90668     -52.83222  2
 52 131     311.62292     -52.77945  2
 52 132     311.43332     -52.79028  2
 52 133     311.30249     -52.78611  3
 52 134     312.48459     -52.75611  2
 52 135     312.35709     -52.77500  1
 52 136     312.36084     -52.75222  2
 52 137     312.35083     -52.72667  2
 52 138     312.21582     -52.71639  1
 52 139     312.19666     -52.71833  1
 52 140     312.10083     -52.71944  3
 52 141     312.08624     -52.77167  2
 52 142     312.00540     -52.76833  2
 52 143     311.98376     -52.75806  3
 52 144     311.92999     -52.73667  3
 52 145     311.92001     -52.72000  1
 52 146     311.86584     -52.73639  2
 52 147     311.58124     -52.74833  3
 52 148     311.39374     -52.74917  2
 52 149     311.21292     -52.73639  2
 52 150     310.73126     -52.73833  3
 52 151     310.78082     -52.74667  1
 52 152     312.69666     -52.69944  2
 52 153     312.61499     -52.70694  3
 52 154     311.85040     -52.71056  3
 52 155     311.75043     -52.70055  3
 52 156     311.18167     -52.69444  2
 52 157     311.13126     -52.66555  1
 52 158     311.12708     -52.67611  3
 52 159     310.96625     -52.68833  3
 52 160     312.06375     -52.60528  2
 52 161     311.96793     -52.63083  2
 52 162     311.72458     -52.64194  3
 52 163     311.29999     -52.62472  3
 52 164     311.19791     -52.59750  1
 52 165     312.51666     -52.54583  2
 52 166     311.97250     -52.54028  2
 52 167     311.70334     -52.55611  1
 52 168     311.28583     -52.57639  3
 52 169     312.65625     -52.51111  2
 52 170     311.70999     -52.49528  2
 52 171     312.53500     -52.42611  1
 52 172     312.30792     -52.42889  2
 52 173     312.25250     -52.41694  3
 52 174     312.03375     -52.45611  1
 52 175     311.40042     -52.46167  3
 52 176     312.40042     -52.38611  3
 52 177     312.38251     -52.40472  3
 52 178     312.28458     -52.35139  3
 52 179     312.15958     -52.40250  3
 52 180     312.11209     -52.35278  1
 52 181     311.84293     -52.36139  2
 52 182     311.03790     -52.39528  2
 52 183     312.77209     -52.31611  3
 52 184     312.59583     -52.32583  2
 52 185     312.50458     -52.30305  3
 52 186     312.26291     -52.35000  3
 52 187     312.26541     -52.30972  3
